U965_HCC1806	U965_MCF10A	U965_MCF7	U965_MDA231	U965_T47D	con_HCC1806	con_MCF10A	con_MCF7	con_MDA231	con_T47D	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	Normal_vs_Luminal_logFC	Normal_vs_Luminal_AveExpr	Normal_vs_Luminal_t	Normal_vs_Luminal_P.Value	Normal_vs_Luminal_adj.P.Val	Normal_vs_Luminal_B	Normal_vs_Luminal_-log(P.Value)	Normal_vs_Luminal_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	Normal_vs_Luminal_Valid	Normal_vs_Luminal_Significant
#!{Type}E	E	E	E	E	E	E	E	E	E	C	C	N	N	N	N	N	N	N	N	N	N	T	T	T	T	T	T	T	T
#!{C:Subtype}Basal	Normal	Luminal	Basal	Luminal	Basal	Normal	Luminal	Basal	Luminal																				
22.828824996948242	19.495464324951172	23.689619064331055	23.951250076293945	22.82474136352539	22.37041664123535	20.7691593170166	23.46456527709961	23.638282775878906	23.81629753112793			32	0	3.59526682833563	22.689349073719	5.59511224751281	0.000118832700300758	0.00661572307438813	1.47664480075552	3.92506403405172	2.17942268208039	sp|NC_000001.11|NC_000001.11_237802650_237802748_-	NC_000001.11					+	+
18.7916259765625	21.043886184692383	18.87125587463379	19.0621395111084	20.087631225585938	20.389034271240234	19.258176803588867	19.945749282836914	18.78572654724121	20.925125122070312			89	3	0.0535237548506373	19.721216282001	0.062971913137321	0.95082983495692	0.982644673541029	-6.18945322048264	0.0218971995207692	0.00760349561405153	sp|NC_000002.12|NC_000002.12_238498967_238499236_-	NC_000002.12					+	
20.103618621826172	21.17805290222168	19.44369888305664	19.805816650390625	16.759389877319336	20.57525062561035	22.661922454833984	20.008745193481445	20.818574905395508	19.122333526611328			52	2	-2.83414524823622	20.0380975238558	-3.39720975432029	0.00532592484959398	0.0436019992204712	-2.06685405426731	2.27360496587997	1.36049359718754	sp|NC_000003.12|NC_000003.12_153203606_153203764_-	NC_000003.12					+	+
18.788898468017578	17.97093963623047	19.643041610717773	20.128564834594727	17.999486923217773	19.642749786376953	19.1651611328125	20.009353637695312	20.037927627563477	18.215179443359375			23	5	0.631815604680845	19.1573551520087	0.935462523076889	0.368067942366228	0.61224520645741	-5.75335124669454	0.434072006676492	0.213074606476414	sp|NC_000006.12|NC_000006.12_52688661_52688732_+	NC_000006.12				sp|Q8N9Q2|SR1IP_HUMAN	+	
21.513338088989258	20.775278091430664	22.0428466796875	22.338918685913086	20.554630279541016	21.709617614746094	21.8797664642334	20.791982650756836	21.460662841796875	20.935924530029297			90	0	0.0208080408308788	21.3989837596276	0.0332734372585708	0.974005794962601	0.990769768043277	-6.19093806028248	0.0114384592273459	0.00402725377402364	sp|NC_000008.11|NC_000008.11_101028445_101028717_-	NC_000008.11					+	
19.7260799407959	20.033721923828125	20.60143280029297	18.554885864257812	21.144153594970703	20.15751838684082	19.88019561767578	19.042680740356445	20.799108505249023	20.781484603881836			86	1	0.691595018665346	20.0743051969872	0.862252558600372	0.405518507853117	0.644644438023552	-5.81722094857741	0.391989319812742	0.190679760065984	sp|NC_000010.11|NC_000010.11_91807179_91807439_-	NC_000010.11				sp|P49458|SRP09_HUMAN	+	
19.104455947875977	20.525279998779297	17.354764938354492	17.945396423339844	18.33891487121582	18.488733291625977	20.510452270507812	18.83133888244629	17.91649055480957	18.317720413208008			35	8	-2.06612948738433	18.7311200041335	-3.88399511580758	0.00218821559331774	0.0259815834802954	-1.23229554331108	2.65990989149053	1.58533438383274	sp|NC_000011.10|NC_000011.10_106824850_106824957_+	NC_000011.10				sp|P46063|RECQ1_HUMAN	+	+
21.244844436645508	18.667051315307617	19.659881591796875	20.397628784179688	19.464096069335938	21.175071716308594	25.361154556274414	17.089031219482422	25.934375762939453	20.33919906616211			93	2	-2.58677272716906	20.9188504858614	-1.48490177696714	0.163462254181901	0.390925761456109	-5.14395570391263	0.78658251635561	0.407905709231126	sp|NC_000012.12|NC_000012.12_53142053_53142334_+	NC_000012.12				sp|Q9Y241|HIG1A_HUMAN	+	
21.793550491333008	20.224102020263672	20.189950942993164	16.972679138183594	16.408910751342773	20.98859405517578	20.73648452758789	19.91431427001953	21.285018920898438	18.02345848083496			85	3	-1.61131199814362	19.6402577906629	-1.28016276086854	0.224778186936859	0.471409808714802	-5.39572960896807	0.648245836130543	0.326601385268642	sp|NC_000014.9|NC_000014.9_60397757_60398014_+	NC_000014.9				sp|Q9Y5S9|RBM8A_HUMAN	+	
22.704057693481445	22.092458724975586	17.703144073486328	22.279359817504883	21.92852783203125	23.840848922729492	21.437501907348633	23.34562873840332	21.55255699157715	22.91689682006836			41	1	-0.0177188625438198	21.9823932998128	-0.0132660604906863	0.989634413640005	0.993138689150918	-6.19142184171069	0.00452521091926261	0.00299009921143272	sp|NC_000014.9|NC_000014.9_76546412_76546537_+	NC_000014.9					+	
30.343198776245117	28.83053970336914	30.13814926147461	30.664857864379883	29.511417388916016	31.776132583618164	31.498382568359375	31.267004013061523	31.710338592529297	31.101388931274414			48	0	0.728824288871028	30.6815103631403	0.435332112573333	0.671079607856079	0.836288951912823	-6.09384778329543	0.17322595792061	0.077643640576193	sp|NC_000015.10|NC_000015.10_26854537_26854683_-	NC_000015.10					+	
22.697219848632812	18.908052444458008	17.396575927734375	17.595760345458984	18.669130325317383	19.254032135009766	22.399879455566406	18.109350204467773	21.20485496520996	18.282907485961914			55	6	-2.28187647880393	19.4399429099942	-1.88982299232076	0.0832756118857954	0.257793978480173	-4.57732436856362	1.07948216755125	0.588727231060874	sp|NC_000019.10|NC_000019.10_12307281_12307448_-	NC_000019.10					+	
20.927446365356445	21.24713897705078	18.921184539794922	17.918380737304688	20.224510192871094	19.882614135742188	21.12052345275879	18.727216720581055	19.295129776000977	19.188854217529297			98	5	-1.66429555734523	19.7427553675281	-2.05417291594274	0.0625046294952494	0.214504523949606	-4.32663932267468	1.20408781481942	0.668563544012442	sp|NC_000019.10|NC_000019.10_41506152_41506448_+	NC_000019.10					+	
18.659761428833008	20.924903869628906	17.894014358520508	17.766647338867188	17.135921478271484	18.873197555541992	21.569639205932617	19.27948570251465	17.455280303955078	17.714920043945312			95	8	-2.99988281685692	18.7217139588619	-5.04555481430115	0.000290262332555802	0.0103806976300878	0.654668832215578	3.53720931905829	1.98377345894261	sp|NC_000023.11|NC_000023.11_115718942_115719229_-	NC_000023.11				sp|P55854|SUMO3_HUMAN, sp|P61956|SUMO2_HUMAN, sp|Q6EEV6|SUMO4_HUMAN	+	+
21.130544662475586	19.756610870361328	17.479076385498047	20.968524932861328	17.640466690063477	21.5411319732666	18.922607421875	18.055191040039062	21.167165756225586	17.859333038330078	Homo sapiens	1:Experimental evidence at protein level	658	5	-1.35395741962545	19.4460521529819	-2.41242255951684	0.0328436780727649	0.135027677007441	-3.75060972733392	1.48354821338999	0.869577203803963	sp|O00116|ADAS_HUMAN	O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal		+	
18.182750701904297	20.773204803466797	20.53498077392578	18.441015243530273	20.538110733032227	18.511110305786133	20.074562072753906	19.577322006225586	20.028566360473633	20.003162384033203	Homo sapiens	1:Experimental evidence at protein level	706	4	-0.00920770762640899	19.6691879082584	-0.0133730230100701	0.989550842643398	0.993138689150918	-6.19142036121956	0.00456188704402633	0.00299009921143272	sp|O00139|KIF2A_HUMAN	O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A		+	
21.717937469482422	21.599668502807617	22.13202476501465	22.3811092376709	21.502534866333008	22.7413387298584	21.63792610168457	22.486343383789062	22.301836013793945	22.79798126220703	Homo sapiens	1:Experimental evidence at protein level	427	0	0.884885126938357	22.1315574810391	1.51531651533221	0.155685545681686	0.379169635450557	-5.10436222585785	0.807751706777303	0.421166448982387	sp|O00148|DX39A_HUMAN	O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A		+	
19.763744354248047	21.91799545288086	17.197277069091797	17.725252151489258	17.993982315063477	17.95426368713379	22.510669708251953	19.022666931152344	18.755504608154297	18.141300201416016	Homo sapiens	1:Experimental evidence at protein level	329	7	-3.8743311074111	19.09147853504	-5.90432190559467	7.3251227860411E-05	0.00523939045591045	1.91716407834301	4.13518509113042	2.28071923535075	sp|O00151|PDLI1_HUMAN	O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1		+	+
21.539794921875	20.91900634765625	21.397300720214844	21.610031127929688	20.54481315612793	21.806411743164062	20.596696853637695	19.757705688476562	22.470726013183594	21.97556495666504	Homo sapiens	1:Experimental evidence at protein level	1063	0	0.423103874136782	21.2623455395853	0.593024033769296	0.564218970490899	0.776450409279472	-6.01152992144579	0.248552315839266	0.109886276785431	sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic		+	
19.6539363861084	18.619525909423828	20.05137825012207	19.40726089477539	18.252643585205078	21.050369262695312	19.02789878845215	21.59658432006836	18.139875411987305	19.52239418029785	Homo sapiens	1:Experimental evidence at protein level	279	3	1.26861061468889	19.53212951326	1.38239271805226	0.192139844093991	0.432385092289954	-5.27333101249182	0.716382566029209	0.364129288002308	sp|O00165|HAX1_HUMAN	O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1		+	
18.63228988647461	20.435874938964844	18.65035629272461	17.57248306274414	18.7663631439209	18.319063186645508	20.55745506286621	18.47283935546875	18.128385543823242	19.17928695678711	Homo sapiens	1:Experimental evidence at protein level	330	7	-1.48315961908873	18.8709935259859	-3.12202631435074	0.00886097586279559	0.0584566320268894	-2.54276050379415	2.05251844645504	1.2331662100917	sp|O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	AH receptor-interacting protein		+	
18.576370239257812	20.47561264038086	19.48887825012207	19.489349365234375	19.296375274658203	17.91461181640625	20.631010055541992	17.933610916137695	18.771591186523438	18.98575210571289	Homo sapiens	1:Experimental evidence at protein level	422	4	-1.37917025526779	19.1571709904601	-2.117182064139	0.0559057702098382	0.198889899777932	-4.22799520756841	1.25254336490493	0.701387271084148	sp|O00231|PSD11_HUMAN	O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11		+	
22.335418701171875	19.159957885742188	21.542484283447266	20.5700626373291	21.488788604736328	21.608121871948242	22.976287841796875	21.684242248535156	21.817453384399414	18.24939727783203	Homo sapiens	1:Experimental evidence at protein level	195	1	-0.0573162297355232	21.1347859008328	-0.0531856558144277	0.95846268658223	0.984950955792485	-6.19004368970582	0.0184247897518745	0.00658539402926777	sp|O00264|PGRC1_HUMAN	O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1		+	
19.21457862854004	19.82364845275879	16.429094314575195	17.61258316040039	17.95830726623535	20.474544525146484	20.75377655029297	19.700069427490234	20.76097869873047	20.797035217285156	Homo sapiens	1:Experimental evidence at protein level	357	4	-1.31608255013457	19.3486308831348	-1.14292633981407	0.275448844716988	0.522085048773204	-5.54879225321481	0.559959044797609	0.282258743732915	sp|O00303|EIF3F_HUMAN	O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F		+	
22.018142700195312	19.998294830322266	20.274900436401367	21.003782272338867	20.621082305908203	23.655574798583984	22.412893295288086	21.198930740356445	22.70140838623047	21.797245025634766	Homo sapiens	1:Experimental evidence at protein level	501	0	0.0426000842735377	21.5638284694995	0.0516375009911439	0.959670594180565	0.984991308355113	-6.1901279900429	0.0178778124597221	0.00656760173595902	sp|O00330|ODPX_HUMAN	O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial		+	
18.397010803222656	20.415056228637695	18.80352020263672	18.080181121826172	18.730318069458008	19.226408004760742	20.849939346313477	19.788223266601562	18.61876678466797	18.543060302734375	Homo sapiens	1:Experimental evidence at protein level	1097	7	-1.42081036050719	19.1428680134561	-2.69131990542402	0.0196824126915749	0.0990681438809272	-3.28262614092638	1.70592166635114	1.00406597377764	sp|O00410|IPO5_HUMAN	O00410	IPO5_HUMAN	IPO5	Importin-5		+	
21.110107421875	17.965736389160156	20.083980560302734	20.511255264282227	21.174842834472656	21.10041046142578	21.414289474487305	20.76336097717285	21.483596801757812	20.347476959228516	Homo sapiens	1:Experimental evidence at protein level	1230	1	1.16990372090821	20.5933259685855	1.43745474327245	0.176252248978442	0.408748816316898	-5.20463366743722	0.753865332704248	0.388543491989844	sp|O00411|RPOM_HUMAN	O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial		+	
22.700450897216797	21.546852111816406	22.45181655883789	21.41290283203125	22.089479446411133	23.139774322509766	18.687665939331055	22.270397186279297	22.966934204101562	21.308530807495117	Homo sapiens	1:Experimental evidence at protein level	153	1	2.1627489484743	21.8594636266464	2.67874406132289	0.0201447214866361	0.100165462238052	-3.30398374957581	1.69583873262672	0.999282000475871	sp|O00422|SAP18_HUMAN	O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18		+	
22.297378540039062	20.80032730102539	17.62700080871582	21.180362701416016	16.881559371948242	21.437490463256836	20.267452239990234	18.31460189819336	20.8946475982666	18.498920440673828	Homo sapiens	1:Experimental evidence at protein level	579	4	-2.46855859343987	19.8117895764882	-3.57401350924383	0.00384762070579646	0.0348594435945159	-1.76204141550356	2.41480774679498	1.45767954911816	sp|O00425|IF2B3_HUMAN	O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3		+	+
22.60020637512207	21.139907836914062	22.497894287109375	22.677221298217773	22.780475616455078	19.13945770263672	20.074222564697266	20.21463394165039	19.78738021850586	18.835630416870117	Homo sapiens	1:Experimental evidence at protein level	90	2	0.728920830680714	20.9781646337253	0.559694529211251	0.586025104000296	0.790273058915049	-6.03092991869879	0.232083779382457	0.102222823279004	sp|O00479|HMGN4_HUMAN	O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4		+	
19.280038833618164	19.92525291442871	18.65227699279785	17.409666061401367	16.86264419555664	18.727121353149414	20.71380043029785	19.54205322265625	19.35340118408203	19.66712760925293	Homo sapiens	1:Experimental evidence at protein level	310	6	-1.39548739506042	19.008388577018	-1.80400614520017	0.0964755018159709	0.286266827440839	-4.70396318580549	1.01558295377403	0.543228975045403	sp|O00487|PSDE_HUMAN	O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14		+	
20.400196075439453	20.743379592895508	17.16751480102539	17.383792877197266	16.68204116821289	20.841333389282227	20.89415740966797	19.661754608154297	18.570058822631836	17.943050384521484	Homo sapiens	1:Experimental evidence at protein level	517	5	-2.71912792622463	19.0199372569515	-2.83925946399425	0.0149699040386005	0.0849758560523982	-3.03005140378133	1.82478098360083	1.07070445161151	sp|O00515|LAD1_HUMAN	O00515	LAD1_HUMAN	LAD1	Ladinin-1		+	
23.20819664001465	20.717037200927734	23.08265495300293	22.959749221801758	22.191253662109375	21.483789443969727	20.237585067749023	22.592222213745117	22.236886978149414	21.341476440429688	Homo sapiens	1:Experimental evidence at protein level	588	0	2.08678992062237	22.0069892643055	3.12715255952214	0.00877715916114842	0.0581861429268327	-2.53389669884925	2.05664602626666	1.23518043058992	sp|O00541|PESC_HUMAN	O00541	PESC_HUMAN	PES1	Pescadillo homolog		+	
22.883838653564453	19.394939422607422	21.059749603271484	22.270668029785156	21.66562843322754	21.72949981689453	19.084138870239258	19.461156845092773	21.980398178100586	17.765018463134766	Homo sapiens	1:Experimental evidence at protein level	594	2	0.990028108074053	20.7268967905874	1.035017959594	0.321150544596824	0.570381205102244	-5.65940933735791	0.493291337186561	0.243834793560934	sp|O00567|NOP56_HUMAN	O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56		+	
23.37980079650879	22.792076110839844	23.00575828552246	22.78915023803711	21.7305908203125	22.189226150512695	23.109268188476562	22.434865951538086	22.76239013671875	21.688669204711914	Homo sapiens	1:Experimental evidence at protein level	662	0	-0.456521210528862	22.5854380621558	-0.823403812796047	0.426404639782299	0.662267320530451	-5.84925859459108	0.370178078322744	0.178966674612563	sp|O00571|DDX3X_HUMAN	O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X		+	
18.932371139526367	20.3360538482666	18.917579650878906	20.355682373046875	19.517658233642578	18.33066749572754	20.29071807861328	19.563568115234375	20.01677131652832	18.629772186279297	Homo sapiens	1:Experimental evidence at protein level	521	4	-0.911513104666071	19.4887689579297	-1.30689628979354	0.215836309862233	0.458314914223085	-5.36438789222721	0.665875492710021	0.338836009961414	sp|O00629|IMA3_HUMAN	O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3		+	
19.558984756469727	20.687244415283203	17.557788848876953	18.320005416870117	17.783588409423828	18.4247989654541	20.689796447753906	17.828977584838867	18.22398567199707	18.615859985351562	Homo sapiens	1:Experimental evidence at protein level	179	8	-2.50036054099264	18.7660656402927	-4.7028589713131	0.000517446203035031	0.0134561567727864	0.117614953602352	3.2861347955126	1.8710789617097	sp|O00762|UBE2C_HUMAN	O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C		+	+
18.65921401977539	20.123550415039062	17.595619201660156	18.29150390625	17.789180755615234	18.67601203918457	19.843534469604492	19.021623611450195	19.1374454498291	18.215951919555664	Homo sapiens	1:Experimental evidence at protein level	582	8	-1.59334648223125	18.7322356152277	-3.2896825017024	0.00649587905199529	0.0485049430311077	-2.25274312412938	2.18736206990297	1.31421400115555	sp|O14545|TRAD1_HUMAN	O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1		+	+
17.580238342285156	20.881662368774414	17.955068588256836	18.041217803955078	18.752952575683594	18.43475914001465	20.24359703063965	17.780372619628906	18.605976104736328	17.991168975830078	Homo sapiens	1:Experimental evidence at protein level	736	3	-2.2035189262644	18.6257303841319	-4.35136571292492	0.000951478293928898	0.0191154052273602	-0.451315469148089	3.0216011148225	1.71861649094126	sp|O14641|DVL2_HUMAN	O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	sp|Q92997|DVL3_HUMAN	+	+
18.004011154174805	18.186168670654297	21.354257583618164	17.14434814453125	18.916709899902344	21.65595245361328	23.993122100830078	21.352327346801758	19.053119659423828	20.651172637939453	Homo sapiens	1:Experimental evidence at protein level	213	5	-0.242740847675897	20.0251617154643	-0.16735823482011	0.869886671598304	0.948016027828464	-6.17697789958978	0.0605373233646022	0.0231843201106505	sp|O14735|CDIPT_HUMAN	O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase		+	
18.524290084838867	20.647491455078125	17.791322708129883	16.41100311279297	17.0820369720459	17.36275863647461	20.442607879638672	18.839492797851562	19.164613723754883	18.567237854003906	Homo sapiens	1:Experimental evidence at protein level	125	8	-2.23801601834105	18.4783093727721	-3.31616218715025	0.00618555298870886	0.0472256545598615	-2.20694523428239	2.20862146835348	1.32582201392988	sp|O14737|PDCD5_HUMAN	O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5		+	+
18.662561416625977	20.333480834960938	17.728548049926758	17.237016677856445	17.907812118530273	18.54729652404785	20.81760025024414	18.561565399169922	18.696298599243164	18.68927001953125	Homo sapiens	1:Experimental evidence at protein level	490	8	-2.11030458712555	18.7144186006767	-4.16340376745233	0.00132612615078821	0.0207150050450709	-0.762360860154138	2.87741516070857	1.68371495659469	sp|O14879|IFIT3_HUMAN	O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3		+	+
19.6790771484375	19.99011993408203	21.39983558654785	19.35915184020996	20.51905059814453	18.52570343017578	24.599403381347656	20.814983367919922	22.0178279876709	19.799291610717773	Homo sapiens	1:Experimental evidence at protein level	82	2	-1.37891328409982	20.6634401772329	-1.22537736042693	0.244034379438776	0.488040095118234	-5.45843213236972	0.612548986166271	0.31154449690448	sp|O14949|QCR8_HUMAN	O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8		+	
22.624462127685547	21.56562614440918	20.948278427124023	21.014446258544922	20.925968170166016	22.376625061035156	21.950647354125977	20.018430709838867	19.903993606567383	21.309438705444336	Homo sapiens	1:Experimental evidence at protein level	172	0	-0.688214008254754	21.2633195506891	-0.855246184438209	0.409233584821028	0.646684234618346	-5.8230951362766	0.388028731988409	0.189307726499482	sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	MYL12B	Myosin regulatory light chain 12B	sp|P19105|ML12A_HUMAN	+	
18.619075775146484	19.27261734008789	17.881303787231445	17.85598373413086	16.539953231811523	18.86249542236328	20.224891662597656	18.743738174438477	19.563026428222656	18.17538833618164	Homo sapiens	1:Experimental evidence at protein level	1030	6	-1.67964209616502	18.5673955466341	-2.88328513911814	0.0137969637602919	0.0797875478733476	-2.95449059453706	1.86021647644167	1.09806488198091	sp|O14974|MYPT1_HUMAN	O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A		+	
24.597476959228516	21.9191951751709	23.676349639892578	25.306556701660156	24.681711196899414	20.69032859802246	21.136112213134766	19.88287353515625	21.454835891723633	20.430526733398438	Homo sapiens	1:Experimental evidence at protein level	420	0	0.913023800208915	22.3826776691566	0.584207902734497	0.569943929105221	0.780013896932523	-6.01676439410017	0.244167867973112	0.107897659735999	sp|O14979|HNRDL_HUMAN	O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like		+	
18.304746627807617	18.244558334350586	18.241777420043945	17.41454315185547	18.67650032043457	18.76886749267578	18.65157699584961	19.471385955810547	18.15594482421875	20.403181076049805	Homo sapiens	1:Experimental evidence at protein level	1071	4	0.990126343550592	18.6364733246591	1.60352444573081	0.134903685117692	0.346567312050932	-4.98658457353747	0.869976186692667	0.460212401995359	sp|O14980|XPO1_HUMAN	O14980	XPO1_HUMAN	XPO1	Exportin-1		+	
19.24441909790039	18.4788761138916	19.313081741333008	18.402740478515625	18.096147537231445	21.528356552124023	19.93048667907715	21.090839385986328	20.894502639770508	20.62769317626953	Homo sapiens	1:Experimental evidence at protein level	2390	4	0.824125972085692	19.757353297569	0.827216720143284	0.424323793855608	0.660424025659708	-5.8461720154658	0.372302614591002	0.180177135861032	sp|O15020|SPTN2_HUMAN	O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2		+	
20.102344512939453	20.2332763671875	19.20130729675293	18.056034088134766	20.583251953125	19.475879669189453	18.90447425842285	19.17479133605957	19.281679153442383	20.658952713012695	Homo sapiens	1:Experimental evidence at protein level	2357	3	0.582373101201917	19.5710773494025	0.727358045805522	0.481013403730991	0.705936518002609	-5.92277679974681	0.317842821577727	0.151234351527167	sp|O15027|SC16A_HUMAN	O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A		+	
