UNC125_BT474_1	UNC125_MCF10A_1	UNC125_MCF7_1	UNC125_MDA231_1	UNC125_SUM159_1	UNC125_T47D_1	UNC965_BT474_1	UNC965_BT474_2	UNC965_HCC1806_1	UNC965_MCF10A_1	UNC965_MCF7_1	UNC965_MCF7_2	UNC965_MDA231_1	UNC965_MDA231_2	UNC965_SUM159_1	UNC965_SUM159_2	UNC965_T47D_1	UNC965_T47D_2	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	Normal_vs_Basal_logFC	Normal_vs_Basal_AveExpr	Normal_vs_Basal_t	Normal_vs_Basal_P.Value	Normal_vs_Basal_adj.P.Val	Normal_vs_Basal_B	Normal_vs_Basal_-log(P.Value)	Normal_vs_Basal_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	Normal_vs_Basal_Valid	Normal_vs_Basal_Significant
13.473132133483887	14.67605209350586	13.841811180114746	13.010022163391113	12.889015197753906	12.408241271972656	14.037469863891602	15.024598121643066	16.431243896484375	16.56912612915039	14.872314453125	13.322203636169434	15.63205623626709	15.361186981201172	16.533723831176758	16.489383697509766	14.947247505187988	14.797626495361328	Homo sapiens	1:Experimental evidence at protein level	90	11	-0.737326871810682	14.6552368053603	-1.10574006785216	0.281426201463353	0.939518626128172	-5.36078768090088	0.550635471147108	0.0270946055107693	sp|O00479|HMGN4_HUMAN	O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4		+	
18.459144592285156	18.59087562561035	18.019399642944336	17.05451202392578	17.98202896118164	18.53483772277832	16.91460418701172	16.41912269592285	16.478450775146484	16.521875381469727	16.713224411010742	16.589916229248047	17.04268455505371	16.985946655273438	16.942628860473633	17.149499893188477	16.888765335083008	16.453779220581055	Homo sapiens	1:Experimental evidence at protein level	81	0	-0.74984981164398	17.2501565571589	-0.633421919194026	0.533340531646435	0.939925609748014	-5.74596926524296	0.272995410501433	0.0269065172028418	sp|O00483|NDUA4_HUMAN	O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4		+	
13.818962097167969	15.997454643249512	13.729453086853027	12.746456146240234	13.99492359161377	11.995403289794922	14.413949012756348	14.126811981201172	15.61562728881836	15.959033966064453	15.852805137634277	13.499683380126953	15.249858856201172	15.016515731811523	13.744169235229492	14.022147178649902	14.85069751739502	14.733806610107422	Homo sapiens	1:Experimental evidence at protein level	517	15	-1.91244567668424	14.4014059269259	-2.85858852329134	0.00944428026901866	0.457241202106079	-2.61389127894335	2.0248311332534	0.339854642141412	sp|O00515|LAD1_HUMAN	O00515	LAD1_HUMAN	LAD1	Ladinin-1		+	
13.331604957580566	14.844243049621582	13.931204795837402	13.100963592529297	13.3392972946167	12.740656852722168	17.781511306762695	17.164039611816406	16.486787796020508	17.004199981689453	17.496129989624023	17.47779655456543	17.57604217529297	17.73784828186035	17.358837127685547	17.572420120239258	17.026466369628906	16.039424896240234	Homo sapiens	1:Experimental evidence at protein level	588	6	-0.103019771172454	15.9367664710584	-0.0984418147894569	0.922521076460678	0.974704925422125	-5.93520192255436	0.0350237029076467	0.0111268393336873	sp|O00541|PESC_HUMAN	O00541	PESC_HUMAN	PES1	Pescadillo homolog		+	
14.70079517364502	16.45017433166504	14.949812889099121	15.05263900756836	15.787460327148438	14.758866310119629	17.59425163269043	17.135026931762695	17.826513290405273	17.509767532348633	17.07652473449707	16.837383270263672	18.37818717956543	18.102718353271484	18.375568389892578	18.617368698120117	17.43145179748535	16.662517547607422	Homo sapiens	1:Experimental evidence at protein level	594	0	0.131305281875527	16.8127130545209	0.195764400348567	0.846688547707734	0.96486608584171	-5.92123525177475	0.0722763144470452	0.0155329583823277	sp|O00567|NOP56_HUMAN	O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56		+	
17.485424041748047	14.394954681396484	15.24441146850586	14.081353187561035	13.518367767333984	14.583671569824219	17.06548500061035	16.507938385009766	17.332202911376953	16.963258743286133	17.350173950195312	17.031700134277344	16.972549438476562	17.27088737487793	16.978811264038086	16.391448974609375	17.329971313476562	16.90443229675293	Homo sapiens	1:Experimental evidence at protein level	662	0	0.0869235324115039	16.2719991607903	0.107510991514343	0.915410704074022	0.974704925422125	-5.93429020533976	0.0383840135898398	0.0111268393336873	sp|O00571|DDX3X_HUMAN	O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X		+	
12.808832168579102	13.845383644104004	14.832647323608398	14.242024421691895	12.563648223876953	12.40205192565918	14.535811424255371	14.725364685058594	14.52660083770752	14.538782119750977	15.087105751037598	14.368437767028809	15.690319061279297	15.830031394958496	14.632530212402344	14.98075008392334	16.360334396362305	16.441543579101562	Homo sapiens	1:Experimental evidence at protein level	521	7	0.16510446875356	14.5530757798227	0.248637860502025	0.806071869509031	0.96486608584171	-5.90978900833202	0.0936262346965338	0.0155329583823277	sp|O00629|IMA3_HUMAN	O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3		+	
18.888870239257812	16.37654685974121	24.5274600982666	18.809520721435547	18.372314453125	18.57253646850586	17.530982971191406	14.629944801330566	14.398216247558594	14.759927749633789	18.244291305541992	18.1209716796875	13.947285652160645	14.426002502441406	13.38961410522461	13.958588600158691	17.339702606201172	14.743735313415527	Homo sapiens	1:Experimental evidence at protein level	2458	8	-0.390895033339703	16.8207624683604	-0.171148128753041	0.86575619995048	0.96486608584171	-5.92563871735671	0.0626043896489721	0.0155329583823277	sp|O00763|ACACB_HUMAN	O00763	ACACB_HUMAN	ACACB	Acetyl-CoA carboxylase 2		+	
13.924078941345215	16.168193817138672	16.063095092773438	15.016183853149414	16.584915161132812	15.641164779663086	15.534811973571777	13.813673973083496	14.54659652709961	15.108865737915039	16.106325149536133	15.687894821166992	14.613340377807617	13.907163619995117	16.664234161376953	16.939489364624023	16.390520095825195	16.59695053100586	Homo sapiens	1:Experimental evidence at protein level	347	5	-0.414699230602697	15.5379496071649	-0.381763880614314	0.706496809972572	0.96486608584171	-5.86901905859497	0.15088979477004	0.0155329583823277	sp|O14828|SCAM3_HUMAN	O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3		+	
17.869869232177734	16.029865264892578	17.615848541259766	20.00071907043457	19.335548400878906	14.951964378356934	18.87889862060547	19.689800262451172	15.943761825561523	14.558177947998047	17.355958938598633	18.16549301147461	20.813762664794922	20.7630615234375	20.673681259155273	20.604896545410156	16.395872116088867	14.48655891418457	Homo sapiens	1:Experimental evidence at protein level	172	1	4.12545210616164	17.9983257030761	3.26139867236339	0.00375360810813406	0.277857505741747	-1.80813655153285	2.42555107144807	0.556177867159344	sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	MYL12B	Myosin regulatory light chain 12B	sp|P19105|ML12A_HUMAN	+	
18.5943660736084	14.29971981048584	13.144031524658203	13.19539737701416	13.231649398803711	15.421846389770508	16.75581169128418	16.254873275756836	14.90367317199707	14.644752502441406	16.016613006591797	15.57384204864502	13.597809791564941	14.139986038208008	14.190752029418945	13.50700855255127	15.045537948608398	14.02639389038086	Homo sapiens	1:Experimental evidence at protein level	403	10	-0.891021777155384	14.8212170022577	-0.867491953345787	0.395540224082729	0.939518626128172	-5.5793160970864	0.402809344760775	0.0270946055107693	sp|O14965|AURKA_HUMAN	O14965	AURKA_HUMAN	AURKA	Aurora kinase A		+	
15.138750076293945	14.040877342224121	12.674936294555664	13.166269302368164	13.158601760864258	13.342829704284668	16.27389907836914	16.60106658935547	16.663211822509766	16.134441375732422	15.72125244140625	16.003021240234375	15.220682144165039	16.576038360595703	16.591764450073242	15.653060913085938	17.12579345703125	17.162656784057617	Homo sapiens	1:Experimental evidence at protein level	2357	1	-0.0929255304900849	15.3660745688976	-0.1039121393174	0.918231424027301	0.974704925422125	-5.93466159412902	0.037047848742583	0.0111268393336873	sp|O15027|SC16A_HUMAN	O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A		+	
13.301497459411621	14.182459831237793	14.68040657043457	12.25344467163086	13.07262897491455	12.32303237915039	17.002174377441406	15.992829322814941	16.658836364746094	16.592880249023438	16.594770431518555	16.886367797851562	17.286163330078125	16.91432762145996	17.167280197143555	16.865478515625	15.4122896194458	14.766215324401855	Homo sapiens	1:Experimental evidence at protein level	690	7	0.0229331354908133	15.3866787825152	0.023263086473886	0.981661461712082	0.988162530994943	-5.93966927308592	0.00803825830185365	0.0051716176502505	sp|O15226|NKRF_HUMAN	O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor		+	
13.240213394165039	13.500431060791016	14.12333869934082	13.714771270751953	13.222963333129883	12.775565147399902	15.58868408203125	13.889632225036621	16.977649688720703	14.570107460021973	15.500401496887207	15.956036567687988	15.789176940917969	15.657064437866211	15.66178035736084	14.698954582214355	16.451162338256836	15.61411190032959	Homo sapiens	1:Experimental evidence at protein level	3695	4	0.792774132811347	14.8020332372621	1.10590974656299	0.28135443028606	0.939518626128172	-5.36061523836213	0.550746241932982	0.0270946055107693	sp|O15230|LAMA5_HUMAN	O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5		+	
13.939648628234863	14.347362518310547	13.919918060302734	12.722965240478516	12.04061508178711	11.591063499450684	18.853967666625977	19.53406524658203	17.348827362060547	17.845684051513672	17.454757690429688	18.120380401611328	19.318649291992188	18.622093200683594	18.130146026611328	18.332744598388672	17.750179290771484	17.61456871032715	Homo sapiens	1:Experimental evidence at protein level	138	6	0.158309741919794	16.4308567324574	0.10288355702495	0.919037814269024	0.974704925422125	-5.93476541953413	0.0366666189832976	0.0111268393336873	sp|O15235|RT12_HUMAN	O15235	RT12_HUMAN	MRPS12	Small ribosomal subunit protein uS12m		+	
13.043646812438965	13.351258277893066	15.107141494750977	14.323177337646484	14.248138427734375	11.916223526000977	15.708415031433105	16.283143997192383	14.036970138549805	15.447502136230469	16.247602462768555	15.691088676452637	15.730944633483887	15.645437240600586	14.894543647766113	14.604820251464844	15.837606430053711	16.12457275390625	Homo sapiens	1:Experimental evidence at protein level	352	5	0.143511760282221	14.8811425603745	0.183154713170692	0.856444705622906	0.96486608584171	-5.92356448729911	0.0673006710149228	0.0155329583823277	sp|O15372|EIF3H_HUMAN	O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H		+	
14.011390686035156	12.91905403137207	12.455537796020508	13.223530769348145	11.631806373596191	13.398228645324707	15.522615432739258	13.608526229858398	15.831097602844238	16.443431854248047	16.434310913085938	16.010507583618164	18.07493019104004	17.789424896240234	17.171525955200195	17.45735740661621	16.839191436767578	15.60809326171875	Homo sapiens	1:Experimental evidence at protein level	510	7	0.85312759553808	15.1812152959691	0.787176605731896	0.440029121131358	0.939518626128172	-5.64201387078074	0.35651858094983	0.0270946055107693	sp|O15446|RPA34_HUMAN	O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34		+	
13.63036823272705	13.52842903137207	14.063339233398438	13.478764533996582	12.919252395629883	12.827481269836426	13.865320205688477	14.173737525939941	16.62607192993164	14.458442687988281	15.205021858215332	14.323507308959961	16.85053825378418	16.73346710205078	17.43600845336914	17.70212173461914	14.727044105529785	14.030281066894531	Homo sapiens	1:Experimental evidence at protein level	319	13	1.64177284127138	14.7721804634933	2.43911489721802	0.02374791661267	0.634120761225872	-3.4070443815229	1.62437448470475	0.197828027702123	sp|O15479|MAGB2_HUMAN	O15479	MAGB2_HUMAN	MAGEB2	Melanoma-associated antigen B2		+	
16.148761749267578	13.70399284362793	13.959238052368164	14.746468544006348	13.061479568481445	14.123610496520996	16.169189453125	15.980620384216309	15.042436599731445	16.243682861328125	16.03592872619629	16.112180709838867	16.04447364807129	16.191102981567383	15.891792297363281	16.05494499206543	15.860810279846191	13.826533317565918	Homo sapiens	1:Experimental evidence at protein level	795	5	0.0362453140702304	15.2688455040349	0.0496375354741515	0.960883337951057	0.982837384343998	-5.93873032427436	0.0173293373675329	0.00751833254856876	sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	ATP-dependent RNA helicase DHX15		+	
14.317095756530762	13.597416877746582	14.276599884033203	13.276494026184082	12.578325271606445	12.593652725219727	17.26660919189453	16.668317794799805	17.009624481201172	17.423460006713867	16.79625129699707	16.26105499267578	18.09712028503418	17.87850570678711	18.51229476928711	18.798675537109375	17.14824104309082	16.866546630859375	Homo sapiens	1:Experimental evidence at protein level	456	6	0.725408643911889	16.0039871001168	0.640103068120067	0.529072688401145	0.939925609748014	-5.74189839059673	0.276484656881889	0.0269065172028418	sp|O43159|RRP8_HUMAN	O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8		+	
17.870697021484375	15.607734680175781	16.2170467376709	15.280712127685547	18.197628021240234	18.252450942993164	16.907922744750977	17.15770149230957	14.918269157409668	14.858390808105469	16.086597442626953	16.10755729675293	15.578889846801758	15.748737335205078	17.246055603027344	17.320070266723633	17.173824310302734	17.36231803894043	Homo sapiens	1:Experimental evidence at protein level	533	1	0.856720069040549	16.5837335024067	0.717398781486792	0.481083238584955	0.939518626128172	-5.6918385688518	0.317779774082412	0.0270946055107693	sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase		+	
13.331005096435547	13.76302719116211	13.887141227722168	12.956960678100586	12.240067481994629	12.930999755859375	17.021879196166992	15.564279556274414	15.902888298034668	15.311447143554688	17.028696060180664	16.431182861328125	17.15936279296875	17.12027359008789	16.604358673095703	16.733793258666992	16.988698959350586	16.245676040649414	Homo sapiens	1:Experimental evidence at protein level	800	6	0.656582746474809	15.3417041387065	0.725931529108632	0.475945510282291	0.939518626128172	-5.68598025917428	0.322442765637315	0.0270946055107693	sp|O43290|SNUT1_HUMAN	O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1		+	
12.612944602966309	13.897007942199707	13.286014556884766	12.396134376525879	13.346695899963379	12.487025260925293	16.561206817626953	16.391868591308594	16.51579475402832	15.524023056030273	15.962370872497559	16.0936336517334	17.99715805053711	17.966562271118164	16.174152374267578	15.97734546661377	16.87074089050293	16.658100128173828	Homo sapiens	1:Experimental evidence at protein level	174	6	0.724888941507144	15.3126222870821	0.710968280981842	0.484976493256948	0.939518626128172	-5.6962101226611	0.314279311080627	0.0270946055107693	sp|O43324|MCA3_HUMAN	O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1		+	
