Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	TotalPeptides/Length	SpectralCount/Length	UniqueSpectralCount/Length	TotalSpectralCount/Length	CRC_1 Spectral Count	CRC_11 Spectral Count	CRC_13 Spectral Count	CRC_15 Spectral Count	CRC_16 Spectral Count	CRC_19 Spectral Count	CRC_2 Spectral Count	CRC_20 Spectral Count	CRC_21 Spectral Count	CRC_4 Spectral Count	CRC_5 Spectral Count	CRC_6 Spectral Count	CRC_8 Spectral Count	CRC_9 Spectral Count	Control_1 Spectral Count	Control_11 Spectral Count	Control_13 Spectral Count	Control_15 Spectral Count	Control_16 Spectral Count	Control_19 Spectral Count	Control_2 Spectral Count	Control_20 Spectral Count	Control_21 Spectral Count	Control_4 Spectral Count	Control_5 Spectral Count	Control_6 Spectral Count	Control_8 Spectral Count	Control_9 Spectral Count	CRC_1 Unique Spectral Count	CRC_11 Unique Spectral Count	CRC_13 Unique Spectral Count	CRC_15 Unique Spectral Count	CRC_16 Unique Spectral Count	CRC_19 Unique Spectral Count	CRC_2 Unique Spectral Count	CRC_20 Unique Spectral Count	CRC_21 Unique Spectral Count	CRC_4 Unique Spectral Count	CRC_5 Unique Spectral Count	CRC_6 Unique Spectral Count	CRC_8 Unique Spectral Count	CRC_9 Unique Spectral Count	Control_1 Unique Spectral Count	Control_11 Unique Spectral Count	Control_13 Unique Spectral Count	Control_15 Unique Spectral Count	Control_16 Unique Spectral Count	Control_19 Unique Spectral Count	Control_2 Unique Spectral Count	Control_20 Unique Spectral Count	Control_21 Unique Spectral Count	Control_4 Unique Spectral Count	Control_5 Unique Spectral Count	Control_6 Unique Spectral Count	Control_8 Unique Spectral Count	Control_9 Unique Spectral Count	CRC_1 Total Spectral Count	CRC_11 Total Spectral Count	CRC_13 Total Spectral Count	CRC_15 Total Spectral Count	CRC_16 Total Spectral Count	CRC_19 Total Spectral Count	CRC_2 Total Spectral Count	CRC_20 Total Spectral Count	CRC_21 Total Spectral Count	CRC_4 Total Spectral Count	CRC_5 Total Spectral Count	CRC_6 Total Spectral Count	CRC_8 Total Spectral Count	CRC_9 Total Spectral Count	Control_1 Total Spectral Count	Control_11 Total Spectral Count	Control_13 Total Spectral Count	Control_15 Total Spectral Count	Control_16 Total Spectral Count	Control_19 Total Spectral Count	Control_2 Total Spectral Count	Control_20 Total Spectral Count	Control_21 Total Spectral Count	Control_4 Total Spectral Count	Control_5 Total Spectral Count	Control_6 Total Spectral Count	Control_8 Total Spectral Count	Control_9 Total Spectral Count	CRC_1 Intensity	CRC_11 Intensity	CRC_13 Intensity	CRC_15 Intensity	CRC_16 Intensity	CRC_19 Intensity	CRC_2 Intensity	CRC_20 Intensity	CRC_21 Intensity	CRC_4 Intensity	CRC_5 Intensity	CRC_6 Intensity	CRC_8 Intensity	CRC_9 Intensity	Control_1 Intensity	Control_11 Intensity	Control_13 Intensity	Control_15 Intensity	Control_16 Intensity	Control_19 Intensity	Control_2 Intensity	Control_20 Intensity	Control_21 Intensity	Control_4 Intensity	Control_5 Intensity	Control_6 Intensity	Control_8 Intensity	Control_9 Intensity	CRC_1 MaxLFQ Intensity	CRC_11 MaxLFQ Intensity	CRC_13 MaxLFQ Intensity	CRC_15 MaxLFQ Intensity	CRC_16 MaxLFQ Intensity	CRC_19 MaxLFQ Intensity	CRC_2 MaxLFQ Intensity	CRC_20 MaxLFQ Intensity	CRC_21 MaxLFQ Intensity	CRC_4 MaxLFQ Intensity	CRC_5 MaxLFQ Intensity	CRC_6 MaxLFQ Intensity	CRC_8 MaxLFQ Intensity	CRC_9 MaxLFQ Intensity	Control_1 MaxLFQ Intensity	Control_11 MaxLFQ Intensity	Control_13 MaxLFQ Intensity	Control_15 MaxLFQ Intensity	Control_16 MaxLFQ Intensity	Control_19 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_20 MaxLFQ Intensity	Control_21 MaxLFQ Intensity	Control_4 MaxLFQ Intensity	Control_5 MaxLFQ Intensity	Control_6 MaxLFQ Intensity	Control_8 MaxLFQ Intensity	Control_9 MaxLFQ Intensity	Indistinguishable Proteins
sp|O43765|SGTA_HUMAN	O43765	SGTA_HUMAN	SGTA	313	Homo sapiens	1:Experimental evidence at protein level	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	1.0	0.999	3	7	7	7	0.009584664536741214	0.022364217252396165	0.022364217252396165	0.022364217252396165	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0.0	5374295.0	3988042.2	0.0	7860345.0	1588657.4	0.0	6419317.0	0.0	0.0	8058484.5	0.0	7937126.0	0.0	0.0	0.0	0.0	0.0	7722138.0	0.0	0.0	0.0	4062712.8	0.0	0.0	0.0	0.0	0.0	0.0	5374295.0	3988042.2	0.0	7860345.0	1308763.2	0.0	6419317.0	0.0	0.0	4545279.5	0.0	7937126.0	0.0	0.0	0.0	0.0	0.0	7722138.0	0.0	0.0	0.0	7266753.0	0.0	0.0	0.0	0.0	0.0	
sp|O43768|ENSA_HUMAN	O43768	ENSA_HUMAN	ENSA	121	Homo sapiens	1:Experimental evidence at protein level	Alpha-endosulfine	1.0	0.9986	3	4	4	5	0.024793388429752067	0.03305785123966942	0.03305785123966942	0.04132231404958678	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	7827387.0	14944938.0	0.0	0.0	12130160.0	3119604.5	5457243.0	7546493.5	5091513.5	5068757.5	6416247.0	0.0	0.0	0.0	7967412.0	9450529.0	0.0	11833727.0	8582655.0	0.0	0.0	0.0	4764596.0	14891248.0	0.0	13997150.0	12382166.0	0.0	7680606.0	9807236.0	0.0	0.0	7915507.5	6128544.5	5354907.5	14825284.0	4996036.0	4973707.0	6295928.0	0.0	0.0	0.0	7818005.0	9273310.0	0.0	11611818.0	8421711.0	0.0	0.0	0.0	4675249.0	14612004.0	0.0	13734672.0	12149973.0	0.0	
sp|O43772|MCAT_HUMAN	O43772	MCAT_HUMAN	SLC25A20	301	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial carnitine/acylcarnitine carrier protein	0.7387	0.9946	1	3	3	3	0.0033222591362126247	0.009966777408637873	0.009966777408637873	0.009966777408637873	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	6286014.5	4712261.0	4421312.5	7775022.5	3546838.0	4586683.5	6642732.0	6676702.5	8105148.5	0.0	3204071.0	0.0	7864333.5	6742182.0	0.0	0.0	6399459.0	7671551.0	0.0	0.0	7278616.0	8483443.0	0.0	0.0	0.0	0.0	0.0	0.0	6286014.5	4712261.0	4421312.5	7775022.5	3546838.0	4586683.5	6642732.0	6676702.5	8105148.5	0.0	3204071.0	0.0	7864333.5	6742182.0	0.0	0.0	6399459.0	7671551.0	0.0	0.0	7278616.0	8483443.0	0.0	0.0	0.0	0.0	
sp|O43776|SYNC_HUMAN	O43776	SYNC_HUMAN	NARS1	548	Homo sapiens	1:Experimental evidence at protein level	Asparagine--tRNA ligase, cytoplasmic	1.0	0.999	10	100	100	100	0.01824817518248175	0.18248175182481752	0.18248175182481752	0.18248175182481752	2	7	6	4	6	8	3	3	3	2	3	2	2	2	4	4	2	3	9	5	0	4	3	3	1	3	4	2	2	7	6	4	6	8	3	3	3	2	3	2	2	2	4	4	2	3	9	5	0	4	3	3	1	3	4	2	2	7	6	4	6	8	3	3	3	2	3	2	2	2	4	4	2	3	9	5	0	4	3	3	1	3	4	2	69653152.0	135021696.0	113462952.0	105797856.0	108782040.0	103910424.0	106912672.0	89631016.0	99036200.0	99157088.0	82973296.0	93223832.0	103423136.0	52598604.0	108450096.0	121660464.0	111178688.0	82328888.0	151309040.0	109399016.0	34945392.0	129281184.0	137692064.0	138726368.0	0.0	117664536.0	102369840.0	40260216.0	19929718.0	33875492.0	29216768.0	28480100.0	30733884.0	26238082.0	32049612.0	23290512.0	25882832.0	22911850.0	23876948.0	25267908.0	30667642.0	23702792.0	35561592.0	35251436.0	34502144.0	33693152.0	40447236.0	33423978.0	22555720.0	40051124.0	35190092.0	34162936.0	0.0	28724516.0	31549000.0	23847390.0	
sp|O43790|KRT86_HUMAN	O43790	KRT86_HUMAN	KRT86	486	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cuticular Hb6	1.0	0.999	10	13	1	14	0.0205761316872428	0.026748971193415638	0.00205761316872428	0.02880658436213992	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	4	7	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23849228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85533576.0	182161088.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14648611.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42940024.0	74053584.0	0.0	0.0	0.0	0.0	
sp|O43795|MYO1B_HUMAN	O43795	MYO1B_HUMAN	MYO1B	1136	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-Ib	1.0	0.999	8	41	23	41	0.007042253521126761	0.03609154929577465	0.020246478873239437	0.03609154929577465	0	1	3	2	3	2	1	7	0	3	4	0	3	2	1	2	1	0	3	1	0	0	1	0	0	1	0	0	0	0	2	1	2	2	0	5	0	2	3	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	2	3	2	1	7	0	3	4	0	3	2	1	2	1	0	3	1	0	0	1	0	0	1	0	0	22270676.0	25015466.0	46574992.0	37675388.0	35764180.0	22602396.0	11995128.0	37214280.0	14746143.0	25771880.0	47893692.0	12749043.0	53340456.0	18844720.0	15969569.0	18808374.0	11738502.0	24486864.0	43270544.0	13249453.0	0.0	0.0	43423356.0	15802502.0	0.0	11407694.0	21763010.0	0.0	11484597.0	9290928.0	10686110.0	11914282.0	15428514.0	5807667.0	12236286.0	12844416.0	10064301.0	13305430.0	16552288.0	13005358.0	15100742.0	12640797.0	16290631.0	10068962.0	11974500.0	24979164.0	15091057.0	13515829.0	0.0	0.0	13403603.0	10005978.0	0.0	11637042.0	14383574.0	0.0	
sp|O43809|CPSF5_HUMAN	O43809	CPSF5_HUMAN	NUDT21	227	Homo sapiens	1:Experimental evidence at protein level	Cleavage and polyadenylation specificity factor subunit 5	1.0	0.9984	2	7	7	7	0.00881057268722467	0.030837004405286344	0.030837004405286344	0.030837004405286344	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	19297776.0	41681224.0	37344544.0	37602760.0	20800676.0	41289700.0	0.0	31916216.0	0.0	17243068.0	33611800.0	0.0	44562456.0	13497031.0	11391539.0	35200968.0	0.0	22525810.0	36964184.0	0.0	0.0	0.0	33445344.0	8377044.0	0.0	0.0	0.0	0.0	22055420.0	21582068.0	17681988.0	20442214.0	18287760.0	19073144.0	0.0	14696797.0	0.0	19707094.0	18207978.0	0.0	20286320.0	15425751.0	11501659.0	18326142.0	0.0	12231895.0	17560444.0	0.0	0.0	0.0	15655703.0	8458023.0	0.0	0.0	0.0	0.0	
sp|O43813|LANC1_HUMAN	O43813	LANC1_HUMAN	LANCL1	399	Homo sapiens	1:Experimental evidence at protein level	Glutathione S-transferase LANCL1	1.0	0.999	3	21	21	21	0.007518796992481203	0.05263157894736842	0.05263157894736842	0.05263157894736842	0	0	1	0	2	0	0	1	0	0	0	3	0	0	2	0	0	0	1	0	0	4	1	1	3	2	0	0	0	0	1	0	2	0	0	1	0	0	0	3	0	0	2	0	0	0	1	0	0	4	1	1	3	2	0	0	0	0	1	0	2	0	0	1	0	0	0	3	0	0	2	0	0	0	1	0	0	4	1	1	3	2	0	0	0.0	18172494.0	5870043.5	0.0	21992596.0	3409133.5	51745016.0	19276312.0	25846122.0	0.0	0.0	61570448.0	6212848.5	0.0	40615080.0	32815400.0	45076112.0	0.0	8830289.0	23984452.0	32158294.0	85636576.0	16590803.0	61981936.0	16898780.0	60565512.0	54084148.0	0.0	0.0	11458974.0	8571627.0	0.0	12700981.0	4978126.5	20745550.0	13232288.0	10526994.0	0.0	0.0	25049798.0	9072202.0	0.0	26061284.0	12497077.0	17697950.0	0.0	12894273.0	7123997.0	15959639.0	38030692.0	9942043.0	24625040.0	24676144.0	22179176.0	19334186.0	0.0	
sp|O43823|AKAP8_HUMAN	O43823	AKAP8_HUMAN	AKAP8	692	Homo sapiens	1:Experimental evidence at protein level	A-kinase anchor protein 8	1.0	0.999	2	3	3	3	0.002890173410404624	0.004335260115606936	0.004335260115606936	0.004335260115606936	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	862063.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43824|GTPB6_HUMAN	O43824	GTPB6_HUMAN	GTPBP6	516	Homo sapiens	1:Experimental evidence at protein level	Putative GTP-binding protein 6	0.8109	0.9964	1	2	2	2	0.001937984496124031	0.003875968992248062	0.003875968992248062	0.003875968992248062	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	942580.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43837|IDH3B_HUMAN	O43837	IDH3B_HUMAN	IDH3B	385	Homo sapiens	1:Experimental evidence at protein level	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	1.0	0.9989	5	12	12	12	0.012987012987012988	0.03116883116883117	0.03116883116883117	0.03116883116883117	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	11886601.0	22072070.0	26174806.0	6233165.0	15067554.0	23181132.0	0.0	21046780.0	0.0	9432464.0	31573244.0	0.0	6103754.0	9569430.0	0.0	15644043.0	0.0	14308312.0	37955388.0	5359099.5	0.0	3551515.0	30426680.0	7254107.0	0.0	0.0	6387869.5	0.0	7630581.0	10156829.0	16646635.0	12768869.0	8736395.0	10038230.0	0.0	12051618.0	0.0	9234097.0	13786669.0	0.0	3034210.0	9368182.0	0.0	15315044.0	0.0	14007404.0	16648777.0	7603953.0	0.0	5039196.0	12566648.0	10292753.0	0.0	0.0	9063661.0	0.0	
sp|O43852|CALU_HUMAN	O43852	CALU_HUMAN	CALU	315	Homo sapiens	1:Experimental evidence at protein level	Calumenin	1.0	0.999	11	75	75	75	0.03492063492063492	0.23809523809523808	0.23809523809523808	0.23809523809523808	4	5	7	1	5	5	1	9	6	5	2	2	6	3	2	1	0	0	1	1	0	2	1	1	1	1	2	1	4	5	7	1	5	5	1	9	6	5	2	2	6	3	2	1	0	0	1	1	0	2	1	1	1	1	2	1	4	5	7	1	5	5	1	9	6	5	2	2	6	3	2	1	0	0	1	1	0	2	1	1	1	1	2	1	182313280.0	160806128.0	147444560.0	78689656.0	137932224.0	72633736.0	71809904.0	207332544.0	120740000.0	185490656.0	115285160.0	48845512.0	175936064.0	121737584.0	21166730.0	88124616.0	31014774.0	42546512.0	59429432.0	48247600.0	32686736.0	50349424.0	59721080.0	30275596.0	71697128.0	67771008.0	64238712.0	29792458.0	40474060.0	31689964.0	31149658.0	24952910.0	28845168.0	25699290.0	35603784.0	42636688.0	35031736.0	35044100.0	29496750.0	31410146.0	39717288.0	31015128.0	17225770.0	21139300.0	18382706.0	15608616.0	13980561.0	27408186.0	23809034.0	35325496.0	16271866.0	25104830.0	283369792.0	31289590.0	28031122.0	26144782.0	
sp|O43866|CD5L_HUMAN	O43866	CD5L_HUMAN	CD5L	347	Homo sapiens	1:Experimental evidence at protein level	CD5 antigen-like	1.0	0.9983	2	5	5	5	0.005763688760806916	0.01440922190201729	0.01440922190201729	0.01440922190201729	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6363856.0	0.0	8874284.0	11213199.0	5834024.0	18621704.0	0.0	1465272.0	0.0	8846426.0	6461755.5	0.0	7126771.0	0.0	0.0	0.0	0.0	7728225.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6363856.0	0.0	8874284.0	11213199.0	5834024.0	13561226.0	0.0	1465272.0	0.0	8846426.0	6461755.5	0.0	7126771.0	0.0	0.0	0.0	0.0	7728225.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43920|NDUS5_HUMAN	O43920	NDUS5_HUMAN	NDUFS5	106	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	1.0	0.9988	3	14	14	14	0.02830188679245283	0.1320754716981132	0.1320754716981132	0.1320754716981132	0	1	1	0	1	0	0	0	0	0	1	0	0	0	2	1	0	1	2	1	0	0	1	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	2	1	0	1	2	1	0	0	1	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	2	1	0	1	2	1	0	0	1	0	0	2	0	0	8732920.0	20170200.0	7943385.5	3542844.2	16995672.0	7383488.5	19324476.0	8077518.0	6180484.0	10207151.0	19501594.0	19862952.0	18976200.0	0.0	26566170.0	22996866.0	19754450.0	25449654.0	38845104.0	28893904.0	8198513.0	10142373.0	33112978.0	7711932.5	0.0	23826480.0	10030930.0	8178992.5	9274853.0	11176917.0	8436323.0	3762700.2	9285436.0	7841680.5	10887913.0	4347831.0	6564022.0	5110541.5	11274169.0	11213640.0	10115916.0	0.0	14996992.0	11856400.0	8967471.0	14747644.0	19026820.0	15408390.0	8707283.0	10771772.0	17657358.0	8190506.5	0.0	13473295.0	10653413.0	8686551.0	
sp|O43927|CXL13_HUMAN	O43927	CXL13_HUMAN	CXCL13	109	Homo sapiens	1:Experimental evidence at protein level	C-X-C motif chemokine 13	1.0	0.9971	3	3	3	3	0.027522935779816515	0.027522935779816515	0.027522935779816515	0.027522935779816515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48628304.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60216|RAD21_HUMAN	O60216	RAD21_HUMAN	RAD21	631	Homo sapiens	1:Experimental evidence at protein level	Double-strand-break repair protein rad21 homolog	1.0	0.999	3	10	9	10	0.004754358161648178	0.01584786053882726	0.014263074484944533	0.01584786053882726	0	0	0	1	1	3	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	3	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	13711763.0	10661137.0	14640136.0	16139683.0	10855157.0	28994392.0	0.0	10667807.0	0.0	8651885.0	12502162.0	0.0	9784204.0	13276577.0	0.0	11742565.0	0.0	17609736.0	12454443.0	0.0	0.0	0.0	12573354.0	0.0	0.0	0.0	0.0	13231850.0	13711763.0	10661137.0	14640136.0	16139683.0	10855157.0	15512063.0	0.0	10667807.0	0.0	8651885.0	12502162.0	0.0	9784204.0	13276577.0	0.0	11742565.0	0.0	17609736.0	12454443.0	0.0	0.0	0.0	12573354.0	0.0	0.0	0.0	0.0	13231850.0	
sp|O60218|AK1BA_HUMAN	O60218	AK1BA_HUMAN	AKR1B10	316	Homo sapiens	1:Experimental evidence at protein level	Aldo-keto reductase family 1 member B10	1.0	0.9981	5	18	12	18	0.015822784810126583	0.056962025316455694	0.0379746835443038	0.056962025316455694	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	2	2	1	4	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	2	1	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	2	2	1	4	0	0	1	1	0	0	1	1	0	0.0	0.0	11327785.0	6193331.0	0.0	0.0	0.0	69152304.0	0.0	0.0	2013183.4	5868020.0	0.0	0.0	45530064.0	65301944.0	29991766.0	31897722.0	74634840.0	2322870.2	0.0	33175592.0	30635626.0	26547636.0	0.0	17317574.0	32002472.0	0.0	0.0	0.0	7167321.0	7743696.5	0.0	0.0	0.0	34334648.0	0.0	0.0	2517140.0	7336951.0	0.0	0.0	25896668.0	21822388.0	17115974.0	33501070.0	22586986.0	2904350.2	0.0	18604270.0	8335068.0	15133080.0	0.0	9265168.0	17837200.0	0.0	
sp|O60220|TIM8A_HUMAN	O60220	TIM8A_HUMAN	TIMM8A	97	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit Tim8 A	1.0	0.9988	2	20	20	20	0.020618556701030927	0.20618556701030927	0.20618556701030927	0.20618556701030927	1	0	2	1	1	1	1	2	1	0	2	0	2	1	0	1	0	1	1	0	0	0	2	0	0	0	0	0	1	0	2	1	1	1	1	2	1	0	2	0	2	1	0	1	0	1	1	0	0	0	2	0	0	0	0	0	1	0	2	1	1	1	1	2	1	0	2	0	2	1	0	1	0	1	1	0	0	0	2	0	0	0	0	0	30492078.0	32267936.0	46557392.0	61746128.0	27277260.0	25001360.0	31475210.0	63721896.0	18879580.0	7203175.0	32287460.0	15825481.0	30281160.0	15335822.0	9701309.0	18963168.0	17104232.0	27843526.0	30467428.0	24377446.0	7804445.0	0.0	25739348.0	6042532.5	0.0	0.0	0.0	14105945.0	17357276.0	18439226.0	27056982.0	36121236.0	15504411.0	14510618.0	18343404.0	37244464.0	10452654.0	7137707.0	18877640.0	15681647.0	17508168.0	15196439.0	13808964.0	10959014.0	10005497.0	16033124.0	17538004.0	13736629.0	7733512.5	0.0	15015844.0	8601016.0	0.0	0.0	0.0	13977740.0	
sp|O60231|DHX16_HUMAN	O60231	DHX16_HUMAN	DHX16	1041	Homo sapiens	1:Experimental evidence at protein level	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	1.0	0.9975	2	2	2	2	0.0019212295869356388	0.0019212295869356388	0.0019212295869356388	0.0019212295869356388	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	6212414.5	0.0	2056949.6	0.0	0.0	0.0	4040060.8	1960194.4	0.0	0.0	0.0	0.0	0.0	0.0	1800363.1	0.0	0.0	0.0	0.0	1933097.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6212414.5	0.0	2056949.6	0.0	0.0	0.0	4040060.8	1960194.4	0.0	0.0	0.0	0.0	0.0	0.0	1800363.1	0.0	0.0	0.0	0.0	1933097.4	0.0	0.0	0.0	0.0	0.0	
sp|O60234|GMFG_HUMAN	O60234	GMFG_HUMAN	GMFG	142	Homo sapiens	1:Experimental evidence at protein level	Glia maturation factor gamma	1.0	0.999	6	44	29	44	0.04225352112676056	0.30985915492957744	0.20422535211267606	0.30985915492957744	3	2	2	1	1	7	1	3	2	3	1	2	3	1	1	2	0	1	2	1	0	0	3	1	0	0	0	1	2	1	2	0	1	6	0	2	2	2	1	1	2	1	0	1	0	0	1	1	0	0	2	0	0	0	0	1	3	2	2	1	1	7	1	3	2	3	1	2	3	1	1	2	0	1	2	1	0	0	3	1	0	0	0	1	79393512.0	40232628.0	59643084.0	23563712.0	35994748.0	182456192.0	22610300.0	37918036.0	47531104.0	39999956.0	56771932.0	17965806.0	65127388.0	63577960.0	28601506.0	43617208.0	19333426.0	32385160.0	43561260.0	40418240.0	0.0	11066602.0	60649492.0	28076862.0	0.0	14631513.0	17819704.0	39063168.0	38304652.0	20263582.0	29223252.0	16846274.0	17212328.0	74011384.0	16661437.0	19563304.0	27679136.0	24228978.0	30252964.0	17965806.0	27645362.0	29699654.0	20349062.0	23542466.0	19333426.0	21795288.0	22748160.0	23563716.0	0.0	11066602.0	27874184.0	20552072.0	0.0	14631513.0	12545967.0	28633642.0	
