X078B	X078_102A	X102B	X255A	X255B	X344B	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	Normal_vs_Basal_logFC	Normal_vs_Basal_AveExpr	Normal_vs_Basal_t	Normal_vs_Basal_P.Value	Normal_vs_Basal_adj.P.Val	Normal_vs_Basal_B	Normal_vs_Basal_-log(P.Value)	Normal_vs_Basal_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	Normal_vs_Basal_Valid	Normal_vs_Basal_Significant
18.289461135864258	18.4677734375	20.201770782470703	18.753490447998047	19.756032943725586	20.087072372436523	Homo sapiens	1:Experimental evidence at protein level	184	3	-0.201145446337446	19.2541975017766	-0.24448118498549	0.811597825574751	0.918064448619685	-6.06391738105309	0.0906591251948176	0.037126830021604	sp|A6NIZ1|RP1BL_HUMAN	A6NIZ1	RP1BL_HUMAN	RAP1BL	Ras-related protein Rap-1b-like protein	sp|NC_000005.10|NC_000005.10_76173629_76173853_-, sp|P61224|RAP1B_HUMAN	+	
23.573345184326172	24.07001495361328	23.077312469482422	23.113815307617188	16.913372039794922	19.09211540222168			60	2	-1.30447442297432	21.6594736321398	-1.39311301434499	0.192545627685233	0.412948920652584	-5.17240022466028	0.715466338862783	0.384103664688994	sp|NC_000001.11|NC_000001.11_146011109_146011291_+	NC_000001.11				sp|NC_000002.12|NC_000002.12_229644995_229645114_+, sp|NC_000003.12|NC_000003.12_2791424_2791597_-, sp|NC_000011.10|NC_000011.10_107168102_107168377_+, sp|NC_000011.10|NC_000011.10_18651721_18651849_+, sp|NC_000017.11|NC_000017.11_33791779_33791994_+, sp|NC_000023.11|NC_000023.11_150612082_150612300_-	+	
18.38010597229004	22.827842712402344	18.538969039916992	18.426206588745117	21.42657470703125	20.62642478942871			44	1	-3.05251168525138	20.0588800610365	-2.3113654452897	0.0423879073693615	0.169974339330473	-3.87517337580162	1.37275802340281	0.769616638200257	sp|NC_000001.11|NC_000001.11_17618478_17618612_-	NC_000001.11					+	
22.379337310791016	18.897197723388672	20.343978881835938	17.736345291137695	17.163103103637695	18.77422332763672			53	3	2.18093214225358	19.2038947039899	2.20395296556198	0.0510077935667513	0.187649109179873	-4.04077514516572	1.2923634622463	0.72665349295718	sp|NC_000001.11|NC_000001.11_218606556_218606717_-	NC_000001.11					+	
20.273529052734375	20.007593154907227	20.540767669677734	21.33297348022461	21.804744720458984	21.00743865966797			32	0	-1.16613934954799	20.829918581988	-1.41180992958028	0.187118854272175	0.409144913462804	-5.14964051568101	0.72788245037374	0.388122843653882	sp|NC_000001.11|NC_000001.11_237802650_237802748_-	NC_000001.11					+	
17.446739196777344	19.041332244873047	18.40676498413086	21.360490798950195	19.27598762512207	19.230113983154297			52	3	-3.11724907531381	19.1433371174964	-3.58528198069387	0.00464414516762777	0.0487635242600916	-1.84505452722517	2.33309421345665	1.31190491438671	sp|NC_000001.11|NC_000001.11_47068314_47068472_-	NC_000001.11					+	+
20.038537979125977	19.47532081604004	22.026691436767578	18.309104919433594	19.10065269470215	18.01227378845215			26	4	1.2587308426717	19.4844197787617	1.35025680401475	0.20548654267149	0.426194310726054	-5.22379724622184	0.687216614833583	0.37039235198637	sp|NC_000006.12|NC_000006.12_51373284_51373364_+	NC_000006.12					+	
20.48967170715332	19.44219398498535	19.26249885559082	18.946680068969727	19.89977264404297	20.30000114440918			25	3	-0.176649659338462	19.7223500148327	-0.208153770050216	0.839115060343602	0.926427142197536	-6.07243379183368	0.0761784841698921	0.0331887295946845	sp|NC_000006.12|NC_000006.12_91491427_91491504_-	NC_000006.12					+	
17.36687660217285	19.3388729095459	19.99079704284668	19.0263729095459	20.00399398803711	20.627439498901367			80	3	-1.34763734272034	19.3950261541004	-1.44836556824781	0.176882917769859	0.395339204239508	-5.1045667489618	0.752314106471303	0.403030116239757	sp|NC_000010.11|NC_000010.11_44414911_44415153_-	NC_000010.11					+	
21.769245147705078	19.630596160888672	21.087615966796875	19.362937927246094	21.525957107543945	21.867023468017578			86	2	1.03633275545031	20.8616550250985	1.28371906036662	0.22700855830966	0.453118072824033	-5.30138939571706	0.643957769429803	0.343788615438958	sp|NC_000010.11|NC_000010.11_91807179_91807439_-	NC_000010.11				sp|P49458|SRP09_HUMAN	+	
17.74957847595215	18.834524154663086	17.5762939453125	18.463932037353516	22.836929321289062	22.148860931396484			20	4	-1.79149661100535	19.6035344904611	-2.26607648313727	0.0458356491654056	0.177020438156049	-3.94528032772842	1.33879661340396	0.751976588632732	sp|NC_000012.12|NC_000012.12_122389217_122389279_+	NC_000012.12					+	
18.614900588989258	22.89596176147461	22.872512817382812	21.413543701171875	22.263891220092773	17.69186019897461			41	2	-2.37684523257472	20.974357729846	-1.50553810535091	0.161836063347251	0.370751708759156	-5.03259646317166	0.790924694296568	0.430916838673249	sp|NC_000014.9|NC_000014.9_76546412_76546537_+	NC_000014.9					+	
31.041271209716797	31.89498519897461	31.36458396911621	29.58629608154297	30.503278732299805	30.647279739379883			48	0	-0.910981454291218	30.8451215346799	-1.13593190565966	0.281396765840365	0.505611301189106	-5.46346340912965	0.550680898321865	0.29618322746852	sp|NC_000015.10|NC_000015.10_26854537_26854683_-	NC_000015.10					+	
24.321887969970703	19.7641544342041	24.056371688842773	21.64565658569336	25.055419921875	25.836769104003906			73	1	2.5131398085478	23.4169280771146	3.17710079139368	0.00937273518149031	0.0732381167669941	-2.49497939925186	2.0281336534146	1.13526283160434	sp|NC_000016.10|NC_000016.10_9437973_9438194_-	NC_000016.10					+	
19.721622467041016	20.655933380126953	18.730913162231445	18.941204071044922	20.43436050415039	20.896251678466797			75	3	-1.43864196716034	19.904772180266	-1.53612926387368	0.154249444600861	0.359899778402646	-4.99337538017272	0.811776391036799	0.443818420750639	sp|NC_000017.11|NC_000017.11_41175525_41175752_-	NC_000017.11					+	
20.117422103881836	20.08050537109375	20.94106101989746	18.710880279541016	21.12436294555664	17.469404220581055			51	3	0.250331705764903	19.7380227235636	0.213756873819873	0.83485501863188	0.926427142197536	-6.0712085290321	0.0783889377799554	0.0331887295946845	sp|NC_000018.10|NC_000018.10_13871120_13871275_-	NC_000018.10					+	
19.59281349182129	20.053926467895508	20.648635864257812	19.020675659179688	18.506996154785156	19.75581932067871			98	3	-0.295190431284482	19.5977655102465	-0.335630678500128	0.743799063097095	0.867765573613278	-6.03662532519038	0.128544373021975	0.0615975833913615	sp|NC_000019.10|NC_000019.10_41506152_41506448_+	NC_000019.10					+	
22.8929386138916	22.532407760620117	22.334070205688477	22.141708374023438	24.176860809326172	22.997467041015625			16	0	-0.714106087244151	22.846406431207	-0.925941720829231	0.375391302432458	0.5964899322022	-5.66683142239402	0.425515793913256	0.224396882129312	sp|NC_000023.11|NC_000023.11_65752782_65752832_-	NC_000023.11					+	
20.965679168701172	19.961650848388672	21.268152236938477	18.28005027770996	18.930891036987305	18.47394561767578	Homo sapiens	1:Experimental evidence at protein level	706	4	1.10905416580571	19.6404024952216	1.25411574126533	0.237161517721706	0.463594707396702	-5.33501596421405	0.624955779038606	0.333861530779037	sp|O00139|KIF2A_HUMAN	O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A		+	
20.6159610748291	23.78846549987793	18.51295280456543	24.216623306274414	22.563459396362305	21.25625228881836	Homo sapiens	1:Experimental evidence at protein level	1063	1	-5.40816478187945	21.8629750873555	-5.85891376492435	0.00013487206404686	0.00906864630069531	1.36386696667067	3.87007799611534	2.04245753631531	sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic		+	+
20.235458374023438	21.552001953125	21.6524658203125	21.713970184326172	20.807573318481445	16.950077056884766	Homo sapiens	1:Experimental evidence at protein level	195	1	-1.63316369456792	20.4978205254251	-1.3899072747964	0.193489313431691	0.413307235327754	-5.17628225018499	0.713343016411535	0.383726991922709	sp|O00264|PGRC1_HUMAN	O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1		+	
20.270889282226562	19.931652069091797	20.494903564453125	18.690353393554688	21.19353675842285	20.817888259887695	Homo sapiens	1:Experimental evidence at protein level	1230	2	0.195357714666702	20.2277059044155	0.227765274596959	0.824229066685393	0.921885540144653	-6.06800421385569	0.0839520740161322	0.0353229969174792	sp|O00411|RPOM_HUMAN	O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial		+	
24.60603904724121	19.43669319152832	24.14396095275879	19.127784729003906	25.09857177734375	25.3040771484375	Homo sapiens	1:Experimental evidence at protein level	153	2	4.14749063242563	22.9129424829612	5.76648011894474	0.000153570447400079	0.00906864630069531	1.25017214175634	3.81369235048882	2.04245753631531	sp|O00422|SAP18_HUMAN	O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18		+	+
22.257314682006836	19.675081253051758	22.668960571289062	22.415836334228516	23.18274688720703	22.99493408203125	Homo sapiens	1:Experimental evidence at protein level	588	1	0.471388911222853	22.1864143029385	0.519903226493014	0.613979383364299	0.7873934076733	-5.95609959088294	0.211846211662489	0.10380822559239	sp|O00541|PESC_HUMAN	O00541	PESC_HUMAN	PES1	Pescadillo homolog		+	
20.389371871948242	18.815214157104492	19.67098617553711	19.171634674072266	21.598426818847656	21.665691375732422	Homo sapiens	1:Experimental evidence at protein level	681	1	0.182480288673354	20.2101301527767	0.225504806741774	0.825941283695034	0.921980967845619	-6.06853489951066	0.0830508256501126	0.0352780438541119	sp|O00566|MPP10_HUMAN	O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10		+	
23.331878662109375	18.950977325439453	23.049781799316406	21.193946838378906	23.619630813598633	23.990402221679688	Homo sapiens	1:Experimental evidence at protein level	594	1	2.18325668940411	22.330191079713	2.57064883353874	0.027008596466308	0.134111651418909	-3.46749550829313	1.5684979838531	0.872533489656804	sp|O00567|NOP56_HUMAN	O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56		+	
21.098005294799805	20.59374237060547	22.69211196899414	20.438627243041992	19.80438232421875	20.905420303344727	Homo sapiens	1:Experimental evidence at protein level	662	0	0.444071837982889	20.916647450782	0.512665140824012	0.618860799297765	0.790635850053419	-5.9598888822023	0.208407026093508	0.102023497193422	sp|O00571|DDX3X_HUMAN	O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X		+	
21.407068252563477	20.06157112121582	19.55830192565918	19.350826263427734	21.0329532623291	21.290987014770508	Homo sapiens	1:Experimental evidence at protein level	381	3	-0.105475151860155	20.4482050780242	-0.113925185234069	0.911459017334436	0.954475043785839	-6.08818948824988	0.0402628541024195	0.0202354224172924	sp|O00622|CCN1_HUMAN	O00622	CCN1_HUMAN	CCN1	CCN family member 1		+	
21.159740447998047	19.416715621948242	22.714630126953125	19.1740665435791	20.46992301940918	21.192195892333984	Homo sapiens	1:Experimental evidence at protein level	420	2	1.73715702924153	20.6709203920204	2.03474988964469	0.0680787395050657	0.219626166107468	-4.29626224143711	1.16698849392027	0.65831591959935	sp|O00712|NFIB_HUMAN	O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type		+	
16.915607452392578	20.018199920654297	18.448150634765625	18.894834518432617	20.887210845947266	22.064565658569336	Homo sapiens	1:Experimental evidence at protein level	187	4	-2.60724246239574	19.5485555165401	-2.87352912869612	0.0159075150817755	0.105221375651746	-2.98290515417398	1.79839765634076	0.977896024587359	sp|O00746|NDKM_HUMAN	O00746	NDKM_HUMAN	NME4	Nucleoside diphosphate kinase, mitochondrial		+	
20.79574966430664	21.455759048461914	17.444307327270508	23.170366287231445	21.953798294067383	21.131607055664062	Homo sapiens	1:Experimental evidence at protein level	2458	1	-4.10449969072215	21.0179612518137	-3.61059015403635	0.00444842965795905	0.04821523758304	-1.80519661789865	2.35179327244466	1.31681568888909	sp|O00763|ACACB_HUMAN	O00763	ACACB_HUMAN	ACACB	Acetyl-CoA carboxylase 2		+	+
20.46881866455078	19.38772964477539	20.226980209350586	18.404743194580078	21.30077362060547	20.3953914642334	Homo sapiens	1:Experimental evidence at protein level	563	2	0.588303475330836	20.0222862182768	0.686433943085456	0.507403137627796	0.704403913627128	-5.85527436699833	0.294646851560041	0.152178239783204	sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1		+	
19.721742630004883	18.896974563598633	20.77656364440918	18.725717544555664	18.19622230529785	16.569782257080078	Homo sapiens	1:Experimental evidence at protein level	347	4	0.578282720978709	18.8113554763889	0.730339162418966	0.481255713423443	0.681328313385999	-5.82445070439339	0.317624101548803	0.166643563076153	sp|O14828|SCAM3_HUMAN	O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3		+	
22.61238670349121	22.743677139282227	22.95149040222168	23.395565032958984	22.219547271728516	23.084468841552734	Homo sapiens	1:Experimental evidence at protein level	172	0	-1.29853675393303	22.8404743878056	-1.79374798218586	0.101836180137152	0.278942580375677	-4.64543554354652	0.992097899382578	0.554485185946589	sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	MYL12B	Myosin regulatory light chain 12B	sp|P19105|ML12A_HUMAN	+	
23.349225997924805	19.884309768676758	22.90338134765625	20.487842559814453	22.033737182617188	22.886085510253906	Homo sapiens	1:Experimental evidence at protein level	420	1	1.99818351516461	21.9044395131818	2.59833211178334	0.0257343805830393	0.131011392059109	-3.42347390614151	1.58948628059452	0.882690938746543	sp|O14979|HNRDL_HUMAN	O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like		+	
20.888782501220703	19.26905632019043	20.239612579345703	19.581972122192383	18.602155685424805	19.804729461669922	Homo sapiens	1:Experimental evidence at protein level	2357	3	0.263147831491629	19.7282391341922	0.315622912127455	0.758510020631193	0.879729357435287	-6.04333737724256	0.120038677400539	0.0556509149527037	sp|O15027|SC16A_HUMAN	O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A		+	
19.481021881103516	19.296798706054688	21.151630401611328	18.746723175048828	18.95515251159668	20.515451431274414	Homo sapiens	1:Experimental evidence at protein level	539	3	0.42572983344245	19.6845403598795	0.464628698277497	0.651739520767762	0.80508999624253	-5.98375457095451	0.185925943066152	0.0941555697105065	sp|O15156|ZBT7B_HUMAN	O15156	ZBT7B_HUMAN	ZBTB7B	Zinc finger and BTB domain-containing protein 7B		+	
19.980514526367188	19.701873779296875	21.271217346191406	17.457422256469727	21.72396469116211	21.797195434570312	Homo sapiens	1:Experimental evidence at protein level	610	2	1.17798258277272	20.3075667745142	1.18662133872474	0.261686060648347	0.486269614216255	-5.40953467380329	0.582219410507755	0.313122867570429	sp|O15213|WDR46_HUMAN	O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46		+	
20.889488220214844	19.54094696044922	21.93422508239746	19.09432601928711	20.493724822998047	22.329273223876953	Homo sapiens	1:Experimental evidence at protein level	690	2	1.19924111703655	20.699610788448	1.32012160452629	0.215014604300249	0.439624180800509	-5.25927804877694	0.667532040774607	0.356918427942331	sp|O15226|NKRF_HUMAN	O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor		+	
21.410350799560547	19.522201538085938	19.51038932800293	21.796064376831055	21.196102142333984	20.858306884765625	Homo sapiens	1:Experimental evidence at protein level	3695	1	-1.09431332252901	20.7186185379406	-1.08823474230434	0.300982905760966	0.529477781862223	-5.51255082929188	0.521458169338053	0.276152259195937	sp|O15230|LAMA5_HUMAN	O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5		+	
20.49831771850586	21.89295196533203	20.79631805419922	21.424118041992188	20.505271911621094	17.005596160888672	Homo sapiens	1:Experimental evidence at protein level	269	1	-1.95011186052393	20.3702330505814	-1.76612741409693	0.106561684246238	0.287973666810208	-4.68411983610462	0.972398923937037	0.540647223636218	sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4		+	
20.296123504638672	19.758148193359375	20.363752365112305	18.845657348632812	18.02871322631836	20.840696334838867	Homo sapiens	1:Experimental evidence at protein level	200	3	0.154194625336881	19.686910195755	0.151478505871284	0.88248644995819	0.939330878096996	-6.08300994019836	0.0542919542161347	0.0271814011099016	sp|O15347|HMGB3_HUMAN	O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3		+	
19.79637908935547	19.758182525634766	20.528371810913086	20.835844039916992	19.206478118896484	17.54873275756836	Homo sapiens	1:Experimental evidence at protein level	352	2	-1.02546615934591	19.619065901318	-1.18006928217586	0.264170674774727	0.48769970727642	-5.41660546387632	0.578115394482208	0.311847505077439	sp|O15372|EIF3H_HUMAN	O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H		+	
22.031410217285156	19.118547439575195	22.58611297607422	18.856958389282227	19.326086044311523	20.35767936706543	Homo sapiens	1:Experimental evidence at protein level	448	3	2.41952019547945	20.3604923608206	2.91968403310945	0.0146751459834238	0.100629572457763	-2.90870869529637	1.83341756984321	0.997274372481876	sp|O15533|TPSN_HUMAN	O15533	TPSN_HUMAN	TAPBP	Tapasin		+	
21.15057945251465	19.433408737182617	21.312477111816406	19.45013427734375	20.089250564575195	21.887332916259766	Homo sapiens	1:Experimental evidence at protein level	795	2	0.898548374580326	20.5430218351706	1.02382302715461	0.329064186722286	0.554676756214155	-5.576195196714	0.482719381015357	0.255960032894261	sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	ATP-dependent RNA helicase DHX15		+	
20.80136489868164	19.612977981567383	20.92685890197754	19.00105094909668	19.451889038085938	20.814340591430664	Homo sapiens	1:Experimental evidence at protein level	456	2	0.67409236818003	20.0942353904948	0.782277649774822	0.451435159158445	0.664301664863814	-5.7857823372305	0.345404619751233	0.177634659134152	sp|O43159|RRP8_HUMAN	O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8		+	
19.069137573242188	19.65964698791504	20.376060485839844	18.406574249267578	19.801681518554688	17.428417205810547	Homo sapiens	1:Experimental evidence at protein level	522	3	-0.170177247001785	19.1239588045842	-0.174813357005627	0.864571240831821	0.932090536856098	-6.07905659622911	0.0631992149691209	0.030541901221845	sp|O43172|PRP4_HUMAN	O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4		+	
20.031538009643555	18.792436599731445	20.56912612915039	21.091331481933594	16.89296531677246	16.906917572021484	Homo sapiens	1:Experimental evidence at protein level	533	3	-0.521265580639785	19.0522608699622	-0.616735413902661	0.550625351805586	0.738805391791443	-5.90061634128911	0.259143796764329	0.13146994374516	sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase		+	
20.862369537353516	19.06134033203125	21.912900924682617	19.7445068359375	21.65437126159668	20.3067684173584	Homo sapiens	1:Experimental evidence at protein level	252	2	1.09185471029814	20.5766024194872	1.27238517783028	0.230852963579578	0.458070447417746	-5.31433004694152	0.636664545812879	0.339067725987292	sp|O43291|SPIT2_HUMAN	O43291	SPIT2_HUMAN	SPINT2	Kunitz-type protease inhibitor 2		+	
17.7543888092041	19.603534698486328	18.259185791015625	18.811111450195312	19.873695373535156	19.485736846923828	Homo sapiens	1:Experimental evidence at protein level	461	4	-2.02935702012014	18.975049807113	-2.7242076424056	0.0206528430315705	0.121035266138506	-3.22249603518799	1.68502015572986	0.917088070527903	sp|O43294|TGFI1_HUMAN	O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein		+	
25.91069984436035	22.047832489013672	24.966053009033203	21.060239791870117	22.05381965637207	25.07993507385254	Homo sapiens	1:Experimental evidence at protein level	633	0	2.86009417733217	23.4974025983564	2.81013916289159	0.0177715537416752	0.10923003763176	-3.08472399765018	1.75027460078573	0.961657916723919	sp|O43390|HNRPR_HUMAN	O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R		+	
20.6944522857666	19.395437240600586	21.031051635742188	18.464317321777344	18.23773765563965	19.556182861328125	Homo sapiens	1:Experimental evidence at protein level	683	3	1.05795054330678	19.5556497431723	1.23872269224206	0.242584791293434	0.465450468290106	-5.35227688247684	0.615136430445473	0.332126528415891	sp|O43395|PRPF3_HUMAN	O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3		+	
19.31254005432129	20.183874130249023	20.27335548400879	19.31106185913086	18.605815887451172	17.185213088989258	Homo sapiens	1:Experimental evidence at protein level	206	4	-0.831641110353988	19.1527502108808	-0.991894518746968	0.343688572707338	0.572045014593695	-5.60658187824529	0.46383490746897	0.242569794947463	sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54		+	
20.041553497314453	22.12948226928711	18.497848510742188	21.376989364624023	19.945985794067383	21.346492767333984	Homo sapiens	1:Experimental evidence at protein level	1005	1	-3.39602837915039	20.5802382239279	-3.58653853752076	0.00463422079611967	0.0487635242600916	-1.8430740998004	2.33402327821716	1.31190491438671	sp|O43491|E41L2_HUMAN	O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2		+	+
20.38404083251953	19.187744140625	20.61017417907715	19.367212295532227	20.165937423706055	16.2742919921875	Homo sapiens	1:Experimental evidence at protein level	328	3	0.346677351707161	19.3291388381203	0.309519577205975	0.76301797138103	0.883033427269895	-6.04530443583171	0.117465232976052	0.0540228558742087	sp|O43684|BUB3_HUMAN	O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3		+	
20.67084312438965	19.51805877685547	19.758018493652344	20.654443740844727	20.351585388183594	18.871965408325195	Homo sapiens	1:Experimental evidence at protein level	911	1	-0.754304903200797	19.9740008775707	-0.840805788591013	0.419303405390367	0.626778238073445	-5.7394104406402	0.377471610441078	0.202886090775063	sp|O43707|ACTN4_HUMAN	O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4		+	
20.230926513671875	20.07929801940918	21.277406692504883	18.252456665039062	16.512903213500977	17.030200958251953	Homo sapiens	1:Experimental evidence at protein level	224	4	0.704688104112716	18.8972837052986	0.819008933558642	0.431085881036195	0.641853128632917	-5.75702168663519	0.365436200965374	0.192564337541012	sp|O43760|SNG2_HUMAN	O43760	SNG2_HUMAN	SYNGR2	Synaptogyrin-2		+	
21.08794403076172	19.999488830566406	21.28771209716797	19.106006622314453	21.391197204589844	22.493806838989258	Homo sapiens	1:Experimental evidence at protein level	475	2	0.738654759059806	20.883661495288	0.869837388056803	0.403951181171791	0.616943622153281	-5.71533321174419	0.393671117633957	0.209754521066319	sp|O43818|U3IP2_HUMAN	O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2		+	
20.272043228149414	23.360715866088867	22.364774703979492	21.79749298095703	21.3369140625	20.26043128967285	Homo sapiens	1:Experimental evidence at protein level	347	0	-2.24337364031075	21.5812495972413	-2.30992512384458	0.0424935848326181	0.169974339330473	-3.87740894561973	1.37167662952822	0.769616638200257	sp|O43866|CD5L_HUMAN	O43866	CD5L_HUMAN	CD5L	CD5 antigen-like		+	
19.831802368164062	23.144716262817383	18.928028106689453	24.46292495727539	22.062246322631836	17.99179458618164	Homo sapiens	1:Experimental evidence at protein level	522	2	-5.38515850024556	21.1089545203649	-4.45388248803092	0.00110562293234652	0.0210276965246281	-0.522386673736895	2.95639296193057	1.67720829942185	sp|O60240|PLIN1_HUMAN	O60240	PLIN1_HUMAN	PLIN1	Perilipin-1		+	+
