C_01	C_02	C_03	C_04	C_05	C_06	C_07	C_08	T_01	T_02	T_03	T_04	T_05	T_06	T_07	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	C_vs_T_logFC	C_vs_T_AveExpr	C_vs_T_t	C_vs_T_P.Value	C_vs_T_adj.P.Val	C_vs_T_B	C_vs_T_-log(P.Value)	C_vs_T_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	C_vs_T_Valid	C_vs_T_Significant
24.973848342895508	24.885013580322266	24.234535217285156	23.783519744873047	23.131193161010742	24.364805221557617	24.113821029663086	24.192089080810547	23.110666275024414	25.019899368286133	21.545888900756836	22.907249450683594	21.306669235229492	22.303241729736328	22.845739364624023	Homo sapiens	1:Experimental evidence at protein level	117	4	-1.41468888175583	23.5303146471817	-2.31143653886586	0.0316084634119019	0.148526497544246	-3.79283251323062	1.50019661608552	0.828196060079545	sp|A0A0C4DH31|HV118_HUMAN	A0A0C4DH31	HV118_HUMAN	IGHV1-18	Immunoglobulin heavy variable 1-18		+	
25.441791534423828	25.150697708129883	24.8825626373291	25.317893981933594	26.30512809753418	25.8041934967041	24.453624725341797	24.62595558166504	23.950878143310547	25.811521530151367	24.083141326904297	24.625858306884766	22.959596633911133	25.046579360961914	24.07276725769043	Homo sapiens	1:Experimental evidence at protein level	117	0	-0.799236757331474	24.8409588432805	-1.70787544282157	0.103162544079901	0.265620254560527	-4.7934324212167	0.986477956314648	0.575738811425705	sp|A0A0C4DH34|HV428_HUMAN	A0A0C4DH34	HV428_HUMAN	IGHV4-28	Immunoglobulin heavy variable 4-28		+	
25.46091651916504	25.056325912475586	25.265039443969727	25.316524505615234	24.916872024536133	25.244129180908203	25.30064582824707	24.780317306518555	23.892789840698242	25.525949478149414	24.38608169555664	24.197145462036133	22.663259506225586	23.52676773071289	23.847959518432617	Homo sapiens	1:Experimental evidence at protein level	117	1	-1.08039079512972	24.6349770342345	-2.26330440837334	0.0349158942654822	0.154086566958633	-3.87939317209225	1.45697683033525	0.812235220788582	sp|A0A0C4DH35|HV335_HUMAN	A0A0C4DH35	HV335_HUMAN	IGHV3-35	Probable non-functional immunoglobulin heavy variable 3-35		+	
26.149383544921875	25.349868774414062	24.997934341430664	25.155447006225586	25.226720809936523	25.65007781982422	24.949430465698242	24.79170036315918	23.928686141967773	26.052080154418945	24.34644317626953	24.01359748840332	22.05656623840332	23.694419860839844	23.679685592651367	Homo sapiens	1:Experimental evidence at protein level	117	0	-1.23478116234969	24.6782430890418	-2.32544190551645	0.0307017939173831	0.14728563298204	-3.76745488517474	1.51283624779126	0.831839614467139	sp|A0A0C4DH38|HV551_HUMAN	A0A0C4DH38	HV551_HUMAN	IGHV5-51	Immunoglobulin heavy variable 5-51		+	
23.85407829284668	24.576366424560547	22.03326988220215	22.195375442504883	24.105201721191406	23.46595573425293	24.227703094482422	23.96975326538086	21.913976669311523	24.58774757385254	22.490283966064453	22.468175888061523	21.658384323120117	22.72125816345215	22.21839141845703	Homo sapiens	1:Experimental evidence at protein level	115	7	-0.91063637668152	23.1114883476849	-1.55675689703727	0.135238144542547	0.312155665231496	-5.01055201021585	0.868900796353927	0.505628778764245	sp|A0A0C4DH67|KV108_HUMAN	A0A0C4DH67	KV108_HUMAN	IGKV1-8	Immunoglobulin kappa variable 1-8		+	
24.042884826660156	23.649742126464844	23.17238426208496	23.6245174407959	22.39288330078125	23.414718627929688	22.525697708129883	23.63804817199707	21.774593353271484	21.797588348388672	22.41118049621582	22.964088439941406	23.6326847076416	23.037776947021484	21.381317138671875	Homo sapiens	1:Experimental evidence at protein level	154	3	-0.832649637981152	22.9023149229472	-1.86579379723357	0.0768321228902339	0.230396081485568	-4.55101468825699	1.11445716698401	0.637524911549462	sp|A0A1B0GUS4|UB2L5_HUMAN	A0A1B0GUS4	UB2L5_HUMAN	UBE2L5	Ubiquitin-conjugating enzyme E2 L5		+	
23.211647033691406	22.494192123413086	21.87405014038086	23.557811737060547	23.05790138244629	23.879531860351562	23.87374496459961	21.904708862304688	22.441869735717773	21.4711971282959	22.678810119628906	23.56646156311035	23.169965744018555	24.308128356933594	22.316129684448242	Homo sapiens	1:Experimental evidence at protein level	593	7	-0.0577543486748588	22.9188269144178	-0.137735304810514	0.891829211003651	0.937239105702475	-6.14598283020971	0.0497183068575344	0.0281495990374302	sp|A0AV96|RBM47_HUMAN	A0AV96	RBM47_HUMAN	RBM47	RNA-binding protein 47		+	
22.64784049987793	22.919288635253906	22.951078414916992	22.431947708129883	21.134843826293945	22.434356689453125	22.424394607543945	22.077880859375	22.28795623779297	21.725141525268555	23.089324951171875	23.013092041015625	21.542964935302734	22.854829788208008	22.09065055847168	Homo sapiens	1:Experimental evidence at protein level	911	10	0.0583298697014243	22.3845168230112	0.12919683008787	0.898494565847154	0.940901389013981	-6.14712563695843	0.0464845451879863	0.0264558903359744	sp|A1X283|SPD2B_HUMAN	A1X283	SPD2B_HUMAN	SH3PXD2B	SH3 and PX domain-containing protein 2B		+	
24.262348175048828	24.879314422607422	24.462617874145508	24.965557098388672	24.057872772216797	24.672475814819336	24.690956115722656	23.99625015258789	23.292348861694336	24.102031707763672	21.82581329345703	24.28569984436035	23.812103271484375	24.14371681213379	22.410442352294922	Homo sapiens	1:Experimental evidence at protein level	184	0	-1.0258666552421	23.9925260823278	-2.46521055923165	0.0228838921779492	0.128276214441998	-3.50972554933674	1.64047010716716	0.891853865014332	sp|A6NIZ1|RP1BL_HUMAN	A6NIZ1	RP1BL_HUMAN	RAP1BL	Ras-related protein Rap-1b-like protein		+	
27.48663330078125	24.990938186645508	26.920669555664062	27.987606048583984	28.19386863708496	28.71126365661621	27.71762466430664	24.636587142944336	23.64947509765625	27.587482452392578	21.0023136138916	23.946069717407227	27.334320068359375	24.211477279663086	26.028263092041016	Homo sapiens	1:Experimental evidence at protein level	914	1	-2.12531338109486	26.027957146585	-2.49747419235577	0.021364837216222	0.123125279411669	-3.44913294345592	1.67030041182717	0.909652770936499	sp|A8K7I4|CLCA1_HUMAN	A8K7I4	CLCA1_HUMAN	CLCA1	Calcium-activated chloride channel regulator 1		+	
27.784454345703125	27.263900756835938	27.632781982421875	27.609323501586914	28.48237419128418	28.703838348388672	28.201618194580078	26.23113250732422	26.876453399658203	28.43054962158203	27.171051025390625	26.421009063720703	25.378429412841797	26.764493942260742	26.439592361450195	Homo sapiens	1:Experimental evidence at protein level	214	0	-0.852816571896476	27.2949810126766	-1.84844715715308	0.0794042689733873	0.23412388277037	-4.57837879189753	1.10015614818062	0.630554282047336	sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	Immunoglobulin lambda-like polypeptide 5	sp|P0DOX8|IGL1_HUMAN	+	
24.31703758239746	24.16988182067871	25.211027145385742	25.1961727142334	26.1452693939209	25.440671920776367	25.042997360229492	24.205472946166992	25.371782302856445	24.873897552490234	26.249555587768555	25.8745174407959	26.455286026000977	26.01665687561035	21.259307861328125	Homo sapiens	1:Experimental evidence at protein level	2078	1	0.224348880289696	25.033069100023	0.567901484215936	0.576433276887002	0.723599056912608	-5.99498854211441	0.239250955770534	0.140502007840302	sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	sp|Q13765|NACA_HUMAN	+	
22.594411849975586	22.62448501586914	23.66460418701172	24.9854679107666	25.287084579467773	25.171096801757812	23.949047088623047	22.385467529296875	23.76949119567871	22.199953079223633	24.113557815551758	25.34281349182129	24.8508243560791	24.279029846191406	23.865737915039062			32	4	0.318659282176498	23.9351654276653	0.645993151762265	0.525639817294612	0.687258759103364	-5.94831664519034	0.279311744330381	0.162879716372066	sp|NC_000001.11|NC_000001.11_237802650_237802748_-	NC_000001.11					+	
25.09745979309082	22.731380462646484	21.395736694335938	24.59227180480957	22.279451370239258	23.748319625854492	22.3225154876709	22.95734405517578	25.80393409729004	27.824214935302734	24.080810546875	21.83272933959961	26.446020126342773	28.02924346923828	22.434736251831055			48	4	2.10949415055462	24.1002840746316	2.65382997370555	0.0152528089215732	0.104129753214586	-3.1501510817096	1.81665017029716	0.982425160876863	sp|NC_000001.11|NC_000001.11_54825323_54825469_-	NC_000001.11					+	
22.85045051574707	22.54034996032715	22.48427963256836	26.749666213989258	24.504596710205078	26.689001083374023	24.51852035522461	21.23944854736328	25.317235946655273	26.730314254760742	26.539724349975586	26.396900177001953	25.142227172851562	25.387697219848633	22.332901000976562			92	5	1.52989689055838	24.6020728462684	2.52920706266123	0.0199633151006814	0.119309374759964	-3.38915656045994	1.69976733827982	0.923325430205922	sp|NC_000002.12|NC_000002.12_230573165_230573443_-	NC_000002.12					+	
26.143939971923828	24.973670959472656	28.119733810424805	28.229188919067383	28.225284576416016	26.588470458984375	25.282451629638672	24.065832138061523	22.400177001953125	26.266979217529297	24.80240249633789	26.258625030517578	21.486120223999023	23.6464786529541	25.1636962890625			39	3	-2.04028525757874	25.4438447216376	-2.65060741934255	0.0153601156732488	0.104460556781673	-3.15639789392609	1.81360551372739	0.981047663674558	sp|NC_000002.12|NC_000002.12_76358008_76358127_+	NC_000002.12					+	
23.42937660217285	22.463825225830078	22.444608688354492	22.159942626953125	25.0435848236084	25.22490882873535	23.103939056396484	22.008398056030273	24.221853256225586	22.640073776245117	24.034229278564453	25.62491798400879	25.962785720825195	24.8655948638916	21.79083251953125			94	8	0.983272182828756	23.6512249099982	2.04901269551433	0.053833462157355	0.196613982159064	-4.25161659796377	1.26894768878019	0.706385600651372	sp|NC_000002.12|NC_000002.12_94912470_94912754_+	NC_000002.12					+	
28.312536239624023	27.091833114624023	30.010189056396484	30.57856559753418	30.763824462890625	30.399202346801758	30.173887252807617	28.75177764892578	28.847187042236328	30.593839645385742	30.092952728271484	29.700237274169922	29.053295135498047	29.629886627197266	28.302112579345703			21	0	0.0460335447460807	29.4831285516952	0.0940611098807689	0.925998168151136	0.955377736266454	-6.1510598900498	0.0333898724569862	0.0198248835564183	sp|NC_000004.12|NC_000004.12_124762891_124762956_+	NC_000004.12					+	
25.652938842773438	24.941205978393555	25.80182647705078	25.60358238220215	27.766401290893555	26.602426528930664	25.14327049255371	22.285663604736328	23.839149475097656	25.912302017211914	27.50090789794922	27.485065460205078	28.531137466430664	28.051273345947266	22.124605178833008			74	2	0.783376944316561	25.7774962514608	1.29526665861509	0.210005549399024	0.40007656485084	-5.3484808858511	0.677769228877839	0.397856887396425	sp|NC_000004.12|NC_000004.12_13338333_13338557_+	NC_000004.12					+	
27.275793075561523	26.423322677612305	28.708248138427734	28.697803497314453	28.164588928222656	28.880512237548828	29.490779876708984	27.817434310913086	27.89742088317871	28.8388729095459	28.67783546447754	28.37061882019043	27.370590209960938	22.199384689331055	27.074909210205078			58	1	-0.87657358905734	27.7348907560455	-1.06933075399454	0.297678901318969	0.493116485550226	-5.59814905345273	0.526251945888934	0.307050478174975	sp|NC_000006.12|NC_000006.12_165135814_165135990_+	NC_000006.12					+	
22.292499542236328	23.15481185913086	23.617422103881836	23.62847900390625	24.400911331176758	23.4249267578125	23.7171630859375	21.888416290283203	24.623991012573242	24.003602981567383	24.14726448059082	24.211711883544922	25.055696487426758	25.15003204345703	23.423934936523438			32	3	1.18555847487933	23.7795096022363	3.46654590776425	0.00244134674932251	0.0465666768878271	-1.49097509494218	2.61237053249495	1.33192475327993	sp|NC_000008.11|NC_000008.11_113851611_113851709_+	NC_000008.11					+	+
24.557540893554688	22.124217987060547	24.594770431518555	24.59555435180664	26.2447509765625	25.179485321044922	24.633087158203125	21.712236404418945	25.318748474121094	21.574556350708008	25.46462059020996	25.782548904418945	26.353736877441406	25.877893447875977	21.810728073120117			86	4	0.458787443523391	24.3596978052383	0.798928378539353	0.43373367258744	0.615901815074165	-5.84039342494455	0.362776860416958	0.210488516033902	sp|NC_000010.11|NC_000010.11_91807179_91807439_-	NC_000010.11				sp|P49458|SRP09_HUMAN	+	
24.516935348510742	24.51978302001953	25.495128631591797	24.566097259521484	25.498212814331055	26.189067840576172	25.52177619934082	24.52742576599121	22.078283309936523	25.595478057861328	24.750333786010742	23.113235473632812	22.121429443359375	24.119239807128906	23.963178634643555			29	1	-1.33563408035054	24.4469647243382	-2.31738481891904	0.0312204105581222	0.148526497544246	-3.78206461700269	1.50556139012835	0.828196060079545	sp|NC_000011.10|NC_000011.10_11674208_11674297_+	NC_000011.10					+	
26.734291076660156	25.330190658569336	26.745590209960938	26.672401428222656	27.65835189819336	27.62224006652832	27.064443588256836	25.692642211914062	25.103816986083984	27.064937591552734	26.293628692626953	25.86526107788086	24.778057098388672	25.66440773010254	21.816152572631836			96	1	-1.41346210964973	25.9871219784887	-3.46320701209566	0.00246025498758065	0.0465666768878271	-1.4980394551395	2.6090198790916	1.33192475327993	sp|NC_000016.10|NC_000016.10_33803021_33803311_+	NC_000016.10					+	+
22.853668212890625	24.894535064697266	25.734390258789062	25.61172866821289	26.59864616394043	26.451698303222656	25.697044372558594	24.048370361328125	22.273056030273438	25.248729705810547	26.93074607849121	27.194055557250977	26.869577407836914	27.02023696899414	21.836639404296875			99	3	0.13986836244743	25.259485385901	0.22054511461391	0.827686224115734	0.901868046534946	-6.13111888032691	0.0821342730726372	0.0448569999900337	sp|NC_000017.11|NC_000017.11_43476366_43476665_+	NC_000017.11				sp|P47914|RL29_HUMAN	+	
25.858713150024414	25.342016220092773	26.50946617126465	26.887542724609375	27.440242767333984	27.175203323364258	27.042373657226562	24.506505966186523	27.412517547607422	27.02890968322754	27.72296905517578	27.063932418823242	27.18959617614746	27.458852767944336	21.647132873535156			98	1	0.195338135347498	26.3862221879659	0.423672228095434	0.676334178442395	0.799795580769654	-6.06583368108712	0.169838665016076	0.0970209998682332	sp|NC_000019.10|NC_000019.10_41506152_41506448_+	NC_000019.10					+	
24.887149810791016	24.758020401000977	26.844045639038086	26.632633209228516	26.730512619018555	24.866445541381836	27.060382843017578	22.67897605895996	26.66324234008789	26.3734130859375	27.45319938659668	24.693889617919922	24.235000610351562	26.029394149780273	28.528478622436523			63	1	0.87706572671236	25.9090436362863	1.11196971884468	0.279361855274221	0.477594167426233	-5.55421143342841	0.553832893765328	0.320940985626739	sp|NC_000019.10|NC_000019.10_43765580_43765771_-	NC_000019.10					+	
27.134084701538086	26.497831344604492	26.970849990844727	27.22825050354004	28.139453887939453	27.83286476135254	27.47156524658203	26.488069534301758	26.950040817260742	27.611366271972656	26.69572639465332	26.37874984741211	25.422351837158203	26.066370010375977	25.6906681060791			95	0	-0.728753806368317	26.8414126966174	-1.76489341494982	0.0928743539244584	0.251298747280356	-4.70766791826243	1.0321041943675	0.599809676352051	sp|NC_000022.11|NC_000022.11_16933566_16933853_-	NC_000022.11					+	
25.49226951599121	25.395816802978516	26.245555877685547	25.892841339111328	26.852060317993164	25.99047088623047	25.67093849182129	24.457477569580078	27.178226470947266	26.323015213012695	27.452383041381836	26.354080200195312	27.41507339477539	27.42050552368164	24.375640869140625			95	0	0.961647275898983	26.1570333973146	3.31892658127187	0.00343019172013749	0.0543624134218218	-1.8019104003504	2.46468160570916	1.26470127098823	sp|NC_000023.11|NC_000023.11_115718942_115719229_-	NC_000023.11				sp|P61956|SUMO2_HUMAN	+	
22.851390838623047	22.753938674926758	24.438678741455078	24.50421905517578	25.02025604248047	25.371665954589844	24.851764678955078	22.38448143005371	23.808284759521484	22.433610916137695	25.551483154296875	25.73030662536621	26.126800537109375	24.223426818847656	22.208364486694336			89	5	0.339416066000656	24.1331587898116	0.722038911647583	0.478642586818628	0.651011780643609	-5.89735681927283	0.319988663019888	0.1864111524115	sp|NC_000023.11|NC_000023.11_141138905_141139174_+	NC_000023.11				sp|P83881|RL36A_HUMAN, sp|Q969Q0|RL36L_HUMAN	+	
26.122629165649414	24.6207332611084	25.566696166992188	25.402578353881836	25.335651397705078	25.579631805419922	25.94561004638672	25.119159698486328	22.550716400146484	28.22942352294922	27.23993682861328	27.25495147705078	27.036739349365234	27.83155632019043	26.271610260009766			25	1	1.2467666947337	26.0124574984018	1.93642280898226	0.0670996448354493	0.215764256490802	-4.43780468688839	1.1732797785853	0.666020498923383	sp|NC_000023.11|NC_000023.11_81506056_81506133_+	NC_000023.11					+	
23.114797592163086	21.715784072875977	24.529132843017578	24.50445556640625	24.731019973754883	24.631343841552734	24.770740509033203	25.173532485961914	21.956148147583008	24.970775604248047	24.45805549621582	24.35494041442871	22.89669418334961	22.921581268310547	21.775182723999023			38	5	-0.760704806614488	23.7668545076473	-1.32476531773895	0.200212653988353	0.389668268453209	-5.31289762469233	0.698508477387944	0.409304958325247	sp|NC_000023.11|NC_000023.11_88659128_88659244_+	NC_000023.11					+	
22.743595123291016	23.423038482666016	22.32387924194336	21.787147521972656	25.095508575439453	21.778728485107422	22.839468002319336	21.248367309570312	24.070924758911133	22.199445724487305	23.969242095947266	23.716142654418945	25.572038650512695	23.96381950378418	22.141624450683594	Homo sapiens	1:Experimental evidence at protein level	427	9	1.07054719357705	23.1171794180321	2.23783888969998	0.0367916850845497	0.158724117511511	-3.92477123711874	1.43425032072657	0.799357078876049	sp|O00148|DX39A_HUMAN	O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A		+	
25.84433937072754	25.73324966430664	25.809978485107422	25.736648559570312	25.70543670654297	26.269798278808594	25.789539337158203	24.486753463745117	26.230350494384766	25.78398895263672	25.536972045898438	26.114530563354492	24.559022903442383	25.89821434020996	21.12790298461914	Homo sapiens	1:Experimental evidence at protein level	329	1	-0.6002755904757	25.3549193417085	-1.47598067075449	0.155547040905705	0.341280590367893	-5.12023653421204	0.808138246403865	0.466888410625025	sp|O00151|PDLI1_HUMAN	O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1		+	
23.753414154052734	22.438385009765625	23.49825668334961	23.60918426513672	23.415340423583984	23.397741317749023	21.827312469482422	21.705547332763672	22.008670806884766	22.346303939819336	24.40053367614746	23.759307861328125	23.909618377685547	23.1666316986084	22.28553009033203	Homo sapiens	1:Experimental evidence at protein level	380	4	0.241162737555914	23.0309509399618	0.60594132652769	0.55138096678274	0.707432959314468	-5.97297562615644	0.258548229459653	0.150314710262079	sp|O00154|BACH_HUMAN	O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase		+	
22.34541893005371	22.795455932617188	24.989416122436523	25.485809326171875	25.542940139770508	25.43349838256836	25.504924774169922	22.052919387817383	25.833263397216797	25.584434509277344	24.497434616088867	25.583738327026367	25.27586555480957	26.02419662475586	23.981935501098633	Homo sapiens	1:Experimental evidence at protein level	355	3	1.07680941683448	24.7167772383495	2.33534448471061	0.03007528930871	0.146246602117804	-3.74946059929121	1.52179018627999	0.834914215492829	sp|O00182|LEG9_HUMAN	O00182	LEG9_HUMAN	LGALS9	Galectin-9		+	
22.720664978027344	22.822023391723633	21.260051727294922	23.165632247924805	22.87832260131836	23.593608856201172	22.933582305908203	21.473541259765625	23.906238555908203	21.9834041595459	24.489788055419922	24.831600189208984	24.34947395324707	24.511537551879883	21.59156036376953	Homo sapiens	1:Experimental evidence at protein level	1094	8	1.11185816168348	23.0906230597528	2.76835033314584	0.0118696660130941	0.0965637978141679	-2.92602488720642	1.92556150098736	1.01518566195274	sp|O00203|AP3B1_HUMAN	O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1		+	
