N_01	N_02	N_04	N_05	N_06	N_07	N_08	N_09	N_10	N_11	N_12	N_13	N_14	N_15	N_16	N_17	N_18	N_19	N_20	N_21	N_22	N_23	N_24	N_25	N_26	N_27	N_28	N_29	TP_01	TP_02	TP_03	TP_04	TP_05	TP_06	TP_07	TP_08	TP_09	TP_10	TP_11	TP_12	TP_13	TP_14	TP_15	TP_16	TP_17	TP_18	TP_19	TP_20	TP_21	TP_22	TP_23	TP_24	TP_25	TP_26	TP_27	TP_28	TP_29	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	N_vs_TP_logFC	N_vs_TP_AveExpr	N_vs_TP_t	N_vs_TP_P.Value	N_vs_TP_adj.P.Val	N_vs_TP_B	N_vs_TP_-log(P.Value)	N_vs_TP_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	N_vs_TP_Valid	N_vs_TP_Significant
#!{Type}E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	C	C	N	N	N	N	N	N	N	N	N	N	T	T	T	T	T	T	T	T
#!{C:Experiments}N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP	TP																				
21.5958251953125	22.804716110229492	21.738056182861328	21.347492218017578	20.284645080566406	21.708436965942383	22.017091751098633	22.68741226196289	23.354663848876953	23.605831146240234	22.6763916015625	22.779186248779297	21.31014633178711	21.870901107788086	23.438249588012695	22.250654220581055	23.707500457763672	22.125593185424805	22.19852638244629	22.37020492553711	21.57822036743164	22.05209732055664	23.07707977294922	22.67096710205078	21.456003189086914	21.185178756713867	22.041067123413086	21.351116180419922	21.534727096557617	21.23964500427246	22.371360778808594	20.287860870361328	21.6810245513916	20.644268035888672	21.449329376220703	20.65108871459961	21.931713104248047	20.838180541992188	19.417184829711914	21.12845230102539	20.803478240966797	19.796287536621094	21.632600784301758	21.024127960205078	20.755373001098633	20.904117584228516	20.60835838317871	21.637527465820312	21.44384002685547	21.314987182617188	21.11246109008789	20.55328369140625	21.624670028686523	21.030887603759766	19.925975799560547	21.23921012878418	20.896705627441406	Homo sapiens	1:Experimental evidence at protein level	2615	36	-1.18546301609186	21.5944530624446	-5.65237497596476	4.63891345698049E-07	1.78466495877721E-06	5.61639643116661	6.33358372955203	5.74844330347987	sp|A8TX70|CO6A5_HUMAN	A8TX70	CO6A5_HUMAN	COL6A5	Collagen alpha-5(VI) chain		+	+
24.568058013916016	24.40058135986328	24.16379737854004	23.760395050048828	23.780120849609375	24.514698028564453	23.734304428100586	23.354459762573242	23.489076614379883	21.49717903137207	24.176403045654297	22.720441818237305	24.137014389038086	24.26590347290039	23.800525665283203	23.8891658782959	23.751127243041992	24.276723861694336	24.462045669555664	24.33001708984375	24.2093505859375	24.625118255615234	24.569807052612305	21.595003128051758	24.384384155273438	24.439062118530273	23.775104522705078	23.428918838500977	25.50358009338379	25.33355140686035	25.032344818115234	24.56026840209961	25.43853187561035	24.697311401367188	23.685665130615234	24.366334915161133	25.096111297607422	24.48487663269043	24.51751136779785	24.403512954711914	25.029788970947266	25.59559440612793	25.606212615966797	25.03215789794922	24.251117706298828	25.04751968383789	24.38299560546875	25.82707405090332	24.505966186523438	25.504135131835938	25.361974716186523	24.77848243713379	25.612768173217773	25.28061866760254	24.87377166748047	25.931779861450195	25.10521125793457	Homo sapiens	1:Experimental evidence at protein level	2078	2	1.12754950382183	24.4358727412999	6.92007673884475	3.42402605273025E-09	2.03822091382118E-08	10.4581588981778	8.46546293952236	7.69074874650526	sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	sp|Q13765|NACA_HUMAN	+	+
24.474365234375	25.15801239013672	25.265047073364258	25.9908390045166	25.659849166870117	25.207839965820312	24.95539665222168	25.874610900878906	23.68824005126953	25.15825653076172	25.389480590820312	20.8780460357666	25.563831329345703	24.182340621948242	21.69676399230957	25.705657958984375	25.28785514831543	24.805776596069336	25.277494430541992	25.535823822021484	24.87017250061035	26.177522659301758	25.4395751953125	25.72724723815918	25.185182571411133	24.69873809814453	25.279830932617188	25.774457931518555	25.555124282836914	25.161996841430664	25.617923736572266	25.12812614440918	25.89298439025879	27.3963565826416	25.823637008666992	25.90928840637207	26.04405975341797	25.77862548828125	26.000566482543945	26.736207962036133	26.127769470214844	26.141340255737305	25.63197135925293	25.43407440185547	24.98494529724121	26.362329483032227	26.307973861694336	21.17300796508789	24.350814819335938	26.01150894165039	24.43662452697754	24.502166748046875	26.01634979248047	25.883668899536133	25.946678161621094	23.151473999023438	25.12194061279297			22	3	0.499831078314976	25.2199026161464	1.66755416968776	0.10061620495158	0.132302800839316	-5.96038473450986	0.997332067448254	0.878430961737033	sp|NC_000001.11|NC_000001.11_203123523_203123591_+	NC_000001.11					+	
23.24456787109375	21.31719970703125	22.361156463623047	22.139524459838867	21.18464469909668	23.10978889465332	21.542701721191406	21.284469604492188	21.66562271118164	21.9014892578125	21.117136001586914	21.876449584960938	22.16960906982422	22.11423683166504	21.287391662597656	22.514768600463867	21.40628433227539	20.70362663269043	21.73439598083496	22.399259567260742	22.670570373535156	21.15237808227539	21.565141677856445	22.62593650817871	22.79717254638672	23.023225784301758	21.207212448120117	22.09351921081543	23.93682861328125	23.770374298095703	24.240478515625	23.919349670410156	23.51191520690918	22.649946212768555	21.113521575927734	23.417856216430664	23.34731101989746	21.082164764404297	23.61859893798828	23.33551025390625	23.619831085205078	21.0676212310791	21.177509307861328	20.672653198242188	22.573516845703125	23.725921630859375	23.589805603027344	24.0556640625	23.414939880371094	23.9437255859375	24.03473472595215	24.045452117919922	23.283987045288086	22.932336807250977	23.235551834106445	23.0548038482666	23.666423797607422			70	28	1.15925359613349	22.5302732857176	5.01163049337171	5.06810485367647E-06	1.58053110658017E-05	3.2757105443636	5.29515440860666	4.80119695235007	sp|NC_000001.11|NC_000001.11_21205550_21205762_+	NC_000001.11					+	+
23.7511043548584	23.856176376342773	24.748958587646484	24.146121978759766	24.585634231567383	24.635231018066406	23.845090866088867	24.243120193481445	23.985483169555664	24.19889259338379	24.354372024536133	23.71181869506836	24.595727920532227	24.574068069458008	24.11170768737793	23.449684143066406	24.3375244140625	23.87674331665039	24.299009323120117	24.43647575378418	24.04572105407715	24.43001937866211	24.165525436401367	24.186077117919922	24.48980140686035	24.203397750854492	24.269079208374023	24.585168838500977	25.085926055908203	23.059648513793945	22.871545791625977	24.750242233276367	24.784151077270508	22.958951950073242	24.967788696289062	20.562583923339844	24.139719009399414	24.6397647857666	23.971860885620117	25.01836585998535	24.48912239074707	23.546430587768555	23.751602172851562	24.447166442871094	23.651329040527344	25.18671226501465	23.480573654174805	25.71088409423828	24.20709991455078	24.432058334350586	23.495864868164062	24.180273056030273	24.834665298461914	24.18828582763672	24.901729583740234	24.510629653930664	23.849069595336914			92	1	-0.102634038233585	24.1713134578278	-0.541816248302016	0.589951693699943	0.643650083157461	-7.18802437275615	0.229183547711141	0.191350170302233	sp|NC_000002.12|NC_000002.12_230573165_230573443_-	NC_000002.12					+	
22.191957473754883	24.24773597717285	22.68409538269043	23.200654983520508	25.07868194580078	22.852375030517578	24.673181533813477	25.140548706054688	25.08649253845215	24.754369735717773	25.216312408447266	24.70948600769043	25.148557662963867	21.066360473632812	25.061397552490234	25.434741973876953	25.18035316467285	24.498493194580078	24.01082992553711	22.973831176757812	23.48394203186035	23.047924041748047	23.973358154296875	24.199403762817383	21.827789306640625	20.685522079467773	23.814390182495117	25.189462661743164	23.318410873413086	20.982166290283203	20.583332061767578	23.772920608520508	22.485261917114258	22.949472427368164	24.42104148864746	24.76889991760254	25.07305908203125	25.192365646362305	24.778806686401367	25.440855026245117	25.647899627685547	23.818937301635742	23.251052856445312	24.868642807006836	25.403783798217773	24.459043502807617	23.52464485168457	23.35838508605957	23.124378204345703	23.69011688232422	21.428386688232422	23.802406311035156	23.35224151611328	24.096996307373047	24.67336082458496	23.929996490478516	22.0911922454834			33	6	-0.189474738066387	23.8215975595039	-0.54704697948599	0.58637553158411	0.640541653224551	-7.18515540902098	0.231824160330966	0.193452623643898	sp|NC_000006.12|NC_000006.12_101431349_101431450_-	NC_000006.12					+	
23.83212661743164	24.279346466064453	23.020959854125977	23.119300842285156	24.04737091064453	24.014062881469727	22.970779418945312	24.160425186157227	23.596210479736328	22.778209686279297	23.99378776550293	23.31052017211914	23.984542846679688	22.380483627319336	23.34715461730957	23.204700469970703	21.991212844848633	24.94716453552246	23.598236083984375	21.467079162597656	23.747678756713867	23.368061065673828	21.49701690673828	23.304174423217773	21.291839599609375	21.496597290039062	21.202007293701172	21.550012588500977	25.050853729248047	21.621675491333008	23.91291046142578	24.206310272216797	23.906532287597656	20.837017059326172	23.66963005065918	20.388263702392578	24.574108123779297	24.217737197875977	25.110876083374023	25.790773391723633	25.355031967163086	23.1693172454834	24.371173858642578	23.877883911132812	22.94017791748047	24.305936813354492	23.68672752380371	26.751646041870117	22.55402374267578	27.374101638793945	23.026952743530273	23.204999923706055	22.909029006958008	24.060564041137695	23.411418914794922	20.586753845214844	21.8674373626709			62	12	0.616552019873232	23.3710948203723	1.76301331286176	0.0829906093311317	0.110742031946372	-5.80239562629064	1.08097104673718	0.955687512113583	sp|NC_000007.14|NC_000007.14_35169350_35169538_+	NC_000007.14					+	
21.021289825439453	21.425539016723633	22.413558959960938	21.677623748779297	26.725404739379883	26.79012107849121	28.242509841918945	26.74656867980957	26.87346839904785	27.9046688079834	28.72667694091797	28.101442337036133	26.08989143371582	21.841846466064453	27.98540496826172	27.780174255371094	27.594345092773438	26.010263442993164	28.44103240966797	26.81369972229004	25.63681411743164	22.478893280029297	28.01804542541504	25.689903259277344	21.4237117767334	23.206892013549805	27.612751007080078	26.090255737304688	20.395671844482422	19.69638442993164	22.143667221069336	21.738819122314453	20.75054931640625	21.08834457397461	20.628162384033203	21.630008697509766	26.130023956298828	26.89716911315918	26.96595573425293	26.394262313842773	26.22064208984375	21.36894416809082	22.74241828918457	27.5992431640625	27.21023178100586	24.20454216003418	20.8959903717041	20.735761642456055	24.01767921447754	25.50607681274414	21.02873992919922	23.374677658081055	25.178102493286133	20.280275344848633	26.625205993652344	19.722938537597656	21.138851165771484			33	20	-2.5329457918475	24.4189092868975	-3.73728576082981	0.000417034296226935	0.000875821728190535	-0.982813697409603	3.37982822788084	3.05758428463351	sp|NC_000008.11|NC_000008.11_86594159_86594260_+	NC_000008.11					+	+
22.509368896484375	20.66242790222168	25.205062866210938	21.838409423828125	26.53389549255371	20.976425170898438	21.48256492614746	21.162755966186523	25.111614227294922	21.020227432250977	25.730262756347656	25.000455856323242	21.839080810546875	22.64155387878418	25.509408950805664	24.843551635742188	21.100069046020508	25.464521408081055	24.19577980041504	21.071582794189453	25.3842830657959	25.94240379333496	21.48533821105957	22.46549415588379	25.32680320739746	21.72217559814453	21.50802230834961	21.411785125732422	21.619577407836914	22.508033752441406	22.973487854003906	24.0816707611084	20.248123168945312	26.802000045776367	23.90177345275879	20.862472534179688	27.51923370361328	20.323854446411133	21.72763442993164	27.383563995361328	24.721651077270508	25.258087158203125	22.779504776000977	22.52005958557129	23.219322204589844	26.291810989379883	27.12821388244629	27.141342163085938	20.97040557861328	26.3660831451416	23.0506534576416	20.313947677612305	25.35839080810547	24.652944564819336	26.111326217651367	20.842485427856445	22.62123680114746			50	15	0.579708743171935	23.4796244903394	1.03902791115297	0.302961030717655	0.356932550081847	-6.79464390675802	0.518613230351488	0.447413845217949	sp|NC_000009.12|NC_000009.12_26850348_26850500_+	NC_000009.12					+	
23.571863174438477	23.237850189208984	21.82915496826172	21.543441772460938	24.213850021362305	24.267847061157227	23.752864837646484	21.539674758911133	23.930505752563477	20.659822463989258	22.965740203857422	23.768768310546875	23.12852668762207	23.948856353759766	23.904863357543945	23.996610641479492	23.616104125976562	23.080209732055664	20.97317886352539	23.071044921875	23.141544342041016	23.048398971557617	22.101348876953125	23.376174926757812	23.51312255859375	22.92406463623047	23.7161922454834	23.902236938476562	23.862018585205078	23.76786994934082	24.28383445739746	24.025375366210938	23.724205017089844	25.400501251220703	23.965486526489258	24.519201278686523	25.231157302856445	24.603233337402344	24.62257957458496	24.372468948364258	24.48785400390625	24.99932289123535	23.53070831298828	24.998676300048828	24.454524993896484	23.915559768676758	24.073841094970703	24.176876068115234	23.711774826049805	24.456933975219727	24.047733306884766	23.33133888244629	24.568361282348633	24.996652603149414	24.55943489074707	25.906448364257812	23.09129524230957			86	6	1.2289606916077	23.7255889787867	5.83620039179659	2.30308780448385E-07	9.5259171631468E-07	6.30453099815482	6.63768950438231	6.021093199409	sp|NC_000010.11|NC_000010.11_91807179_91807439_-	NC_000010.11				sp|P49458|SRP09_HUMAN	+	+
21.599138259887695	20.29814338684082	22.31148910522461	21.709409713745117	20.942556381225586	23.877180099487305	22.042743682861328	21.211957931518555	21.592185974121094	21.249011993408203	23.760875701904297	23.848655700683594	21.07478141784668	20.60013771057129	21.543861389160156	21.892059326171875	21.606895446777344	24.219717025756836	23.251602172851562	23.515823364257812	23.627614974975586	22.534645080566406	21.748619079589844	23.810794830322266	23.50177764892578	21.212352752685547	21.951570510864258	21.230512619018555	21.265748977661133	21.253341674804688	21.540042877197266	24.551929473876953	24.12273597717285	25.07127571105957	24.444942474365234	25.458444595336914	21.409133911132812	24.50783348083496	23.863826751708984	24.025070190429688	20.7061824798584	23.28548812866211	24.542190551757812	24.348613739013672	23.854883193969727	24.178680419921875	24.163368225097656	24.487262725830078	24.396881103515625	23.88341522216797	22.81135368347168	23.40735626220703	24.169706344604492	24.321725845336914	23.60384178161621	24.26230239868164	23.032947540283203			49	24	1.40702891247809	22.9253892539051	4.51905927909049	2.97437817902111E-05	7.82217067378386E-05	1.55526262192366	4.52660381368214	4.10667271230694	sp|NC_000011.10|NC_000011.10_63047389_63047538_+	NC_000011.10					+	+
21.59679412841797	21.189367294311523	22.342817306518555	23.829261779785156	21.685924530029297	24.88118553161621	21.522991180419922	24.35173225402832	24.78306770324707	23.009552001953125	21.171993255615234	24.13981056213379	24.675617218017578	24.02288246154785	24.34746551513672	20.935522079467773	25.22304916381836	26.283462524414062	23.9202823638916	24.613264083862305	25.74608612060547	23.412363052368164	23.876333236694336	24.361522674560547	23.278594970703125	23.597553253173828	21.623245239257812	24.481964111328125	21.180641174316406	20.792448043823242	22.630342483520508	22.051103591918945	20.529775619506836	20.79530906677246	20.939334869384766	21.227285385131836	24.369218826293945	20.16081428527832	21.2486572265625	21.34271812438965	24.068878173828125	20.18294334411621	20.48699188232422	21.562049865722656	21.179555892944336	22.15595245361328	22.499794006347656	21.109699249267578	23.572280883789062	20.795015335083008	20.830717086791992	23.605470657348633	21.240156173706055	21.220375061035156	20.324499130249023	21.262102127075195	22.13140869140625			61	30	-1.97244435954128	22.5318527470372	-5.92971188441798	1.60976078278846E-07	6.83469517897173E-07	6.65689723787291	6.79323865715689	6.16528084979295	sp|NC_000011.10|NC_000011.10_81738310_81738495_-	NC_000011.10					+	+
