X078B	X078_102A	X102B	X255A	X255B	X344B	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	Normal_vs_Luminal_logFC	Normal_vs_Luminal_AveExpr	Normal_vs_Luminal_t	Normal_vs_Luminal_P.Value	Normal_vs_Luminal_adj.P.Val	Normal_vs_Luminal_B	Normal_vs_Luminal_-log(P.Value)	Normal_vs_Luminal_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	Normal_vs_Luminal_Valid	Normal_vs_Luminal_Significant
18.289461135864258	18.4677734375	20.201770782470703	18.753490447998047	19.756032943725586	20.087072372436523	Homo sapiens	1:Experimental evidence at protein level	184	3	0.709781486615118	19.2541975017766	0.862700210659067	0.407689198340658	0.592905205377044	-5.73065326570067	0.389670794957439	0.227014736774951	sp|A6NIZ1|RP1BL_HUMAN	A6NIZ1	RP1BL_HUMAN	RAP1BL	Ras-related protein Rap-1b-like protein	sp|NC_000005.10|NC_000005.10_76173629_76173853_-, sp|P61224|RAP1B_HUMAN	+	
23.573345184326172	24.07001495361328	23.077312469482422	23.113815307617188	16.913372039794922	19.09211540222168			60	2	-6.30905579356988	21.6594736321398	-6.73775397926978	4.15687662068453E-05	0.00465883849814599	2.38362156870728	4.38123286549885	2.33172234440898	sp|NC_000001.11|NC_000001.11_146011109_146011291_+	NC_000001.11				sp|NC_000002.12|NC_000002.12_229644995_229645114_+, sp|NC_000003.12|NC_000003.12_2791424_2791597_-, sp|NC_000011.10|NC_000011.10_107168102_107168377_+, sp|NC_000011.10|NC_000011.10_18651721_18651849_+, sp|NC_000017.11|NC_000017.11_33791779_33791994_+, sp|NC_000023.11|NC_000023.11_150612082_150612300_-	+	+
18.38010597229004	22.827842712402344	18.538969039916992	18.426206588745117	21.42657470703125	20.62642478942871			44	1	-0.276441027054585	20.0588800610365	-0.209321471456298	0.83822680445864	0.907341030216071	-6.08188356991766	0.0766384555967224	0.0422294497602933	sp|NC_000001.11|NC_000001.11_17618478_17618612_-	NC_000001.11					+	
22.379337310791016	18.897197723388672	20.343978881835938	17.736345291137695	17.163103103637695	18.77422332763672			53	3	-0.933956369482711	19.2038947039899	-0.943814743405983	0.36660045473964	0.552891764354125	-5.66010363613355	0.435807000664599	0.257359879083143	sp|NC_000001.11|NC_000001.11_218606556_218606717_-	NC_000001.11					+	
20.273529052734375	20.007593154907227	20.540767669677734	21.33297348022461	21.804744720458984	21.00743865966797			32	0	0.0759409341547794	20.829918581988	0.0919394109656593	0.928487077095931	0.960151921636826	-6.10026437322023	0.0322241364960737	0.0176600445557622	sp|NC_000001.11|NC_000001.11_237802650_237802748_-	NC_000001.11					+	
17.446739196777344	19.041332244873047	18.40676498413086	21.360490798950195	19.27598762512207	19.230113983154297			52	3	-1.57844861622939	19.1433371174964	-1.81544151413332	0.0982597050506605	0.234292690507455	-4.62286253807018	1.00762454383505	0.630241260365035	sp|NC_000001.11|NC_000001.11_47068314_47068472_-	NC_000001.11					+	
20.038537979125977	19.47532081604004	22.026691436767578	18.309104919433594	19.10065269470215	18.01227378845215			26	4	-0.940619679390895	19.4844197787617	-1.00901485768947	0.335788422741038	0.52476702344646	-5.59957844628679	0.473934281474795	0.280033464000557	sp|NC_000006.12|NC_000006.12_51373284_51373364_+	NC_000006.12					+	
20.48967170715332	19.44219398498535	19.26249885559082	18.946680068969727	19.89977264404297	20.30000114440918			25	3	0.285615796632541	19.7223500148327	0.336553181464384	0.743123312912608	0.850738415907072	-6.04597210622929	0.128939113999994	0.0702039557694882	sp|NC_000006.12|NC_000006.12_91491427_91491504_-	NC_000006.12					+	
17.36687660217285	19.3388729095459	19.99079704284668	19.0263729095459	20.00399398803711	20.627439498901367			80	3	0.512855534712578	19.3950261541004	0.551188568627519	0.593107812770376	0.746382865508787	-5.94871012364334	0.226866355142665	0.127038339117396	sp|NC_000010.11|NC_000010.11_44414911_44415153_-	NC_000010.11					+	
21.769245147705078	19.630596160888672	21.087615966796875	19.362937927246094	21.525957107543945	21.867023468017578			86	2	1.56274588615248	20.8616550250985	1.93579395229262	0.080431037455864	0.205772806486068	-4.44977718873464	1.09457632942687	0.686612019142941	sp|NC_000010.11|NC_000010.11_91807179_91807439_-	NC_000010.11				sp|P49458|SRP09_HUMAN	+	
17.74957847595215	18.834524154663086	17.5762939453125	18.463932037353516	22.836929321289062	22.148860931396484			20	4	3.22266986129459	19.6035344904611	4.0763774492974	0.00203947506151345	0.0306969724242944	-1.08627190450322	2.69048160082167	1.51290445593197	sp|NC_000012.12|NC_000012.12_122389217_122389279_+	NC_000012.12					+	+
18.614900588989258	22.89596176147461	22.872512817382812	21.413543701171875	22.263891220092773	17.69186019897461			41	2	-2.87589998757129	20.974357729846	-1.82164869598032	0.0972577340456232	0.233418561709496	-4.61406436748971	1.0120758530379	0.631864611326294	sp|NC_000014.9|NC_000014.9_76546412_76546537_+	NC_000014.9					+	
31.041271209716797	31.89498519897461	31.36458396911621	29.58629608154297	30.503278732299805	30.647279739379883			48	0	-1.15301860036175	30.8451215346799	-1.43773576267697	0.179808922061726	0.352621388012101	-5.12640032365509	0.74518876251358	0.452691349399349	sp|NC_000015.10|NC_000015.10_26854537_26854683_-	NC_000015.10					+	
24.321887969970703	19.7641544342041	24.056371688842773	21.64565658569336	25.055419921875	25.836769104003906			73	1	4.05687539408319	23.4169280771146	5.12868483531566	0.000388672542993433	0.0143596791572564	0.428216415215259	3.41041613816374	1.84285526356097	sp|NC_000016.10|NC_000016.10_9437973_9438194_-	NC_000016.10					+	+
19.721622467041016	20.655933380126953	18.730913162231445	18.941204071044922	20.43436050415039	20.896251678466797			75	3	0.223719676268949	19.904772180266	0.238879686166404	0.815824476634515	0.896606815632054	-6.07501425046655	0.0884032689774428	0.0473979641316795	sp|NC_000017.11|NC_000017.11_41175525_41175752_-	NC_000017.11					+	
20.117422103881836	20.08050537109375	20.94106101989746	18.710880279541016	21.12436294555664	17.469404220581055			51	3	-0.722488183364309	19.7380227235636	-0.616928706557018	0.550502652426378	0.714165603147733	-5.91002256488424	0.259240584173856	0.146201070865264	sp|NC_000018.10|NC_000018.10_13871120_13871275_-	NC_000018.10					+	
19.59281349182129	20.053926467895508	20.648635864257812	19.020675659179688	18.506996154785156	19.75581932067871			98	3	-1.02995583987456	19.5977655102465	-1.17105685254792	0.26761876047114	0.45799611299645	-5.43529255877482	0.572483445151191	0.339138207828786	sp|NC_000019.10|NC_000019.10_41506152_41506448_+	NC_000019.10					+	
22.8929386138916	22.532407760620117	22.334070205688477	22.141708374023438	24.176860809326172	22.997467041015625			16	0	0.527826990371658	22.846406431207	0.684403956912006	0.508632552471395	0.675496196167544	-5.86613744401042	0.293595848434211	0.170377092220185	sp|NC_000023.11|NC_000023.11_65752782_65752832_-	NC_000023.11					+	
20.965679168701172	19.961650848388672	21.268152236938477	18.28005027770996	18.930891036987305	18.47394561767578	Homo sapiens	1:Experimental evidence at protein level	706	4	-1.03169936217787	19.6404024952216	-1.16664311830135	0.269320335074642	0.459808691219191	-5.44001709735413	0.569730853876684	0.337422824034851	sp|O00139|KIF2A_HUMAN	O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A		+	
20.6159610748291	23.78846549987793	18.51295280456543	24.216623306274414	22.563459396362305	21.25625228881836	Homo sapiens	1:Experimental evidence at protein level	1063	1	-2.84399448028287	21.8629750873555	-3.08103008690271	0.0110760706061055	0.0644852453929898	-2.65421279107338	1.95561428444107	1.19053964315431	sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic		+	
20.235458374023438	21.552001953125	21.6524658203125	21.713970184326172	20.807573318481445	16.950077056884766	Homo sapiens	1:Experimental evidence at protein level	195	1	-3.42708003677328	20.4978205254251	-2.91662341641809	0.0147538040660789	0.0739892263612316	-2.91905657041371	1.83109598837024	1.13083151368122	sp|O00264|PGRC1_HUMAN	O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1		+	
20.270889282226562	19.931652069091797	20.494903564453125	18.690353393554688	21.19353675842285	20.817888259887695	Homo sapiens	1:Experimental evidence at protein level	1230	2	1.06340614385073	20.2277059044155	1.2398127853588	0.24219746048268	0.432097416223967	-5.35998292569975	0.615830414884713	0.364418330594645	sp|O00411|RPOM_HUMAN	O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial		+	
24.60603904724121	19.43669319152832	24.14396095275879	19.127784729003906	25.09857177734375	25.3040771484375	Homo sapiens	1:Experimental evidence at protein level	153	2	5.26503775899969	22.9129424829612	7.32026621721599	2.01121624260932E-05	0.00465883849814599	2.98826852705822	4.6965412322759	2.33172234440898	sp|O00422|SAP18_HUMAN	O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18		+	+
22.257314682006836	19.675081253051758	22.668960571289062	22.415836334228516	23.18274688720703	22.99493408203125	Homo sapiens	1:Experimental evidence at protein level	588	1	1.36816052570458	22.1864143029385	1.50896861326021	0.16096947629489	0.32979112216514	-5.03676376783998	0.793256468896551	0.481761039554404	sp|O00541|PESC_HUMAN	O00541	PESC_HUMAN	PES1	Pescadillo homolog		+	
20.389371871948242	18.815214157104492	19.67098617553711	19.171634674072266	21.598426818847656	21.665691375732422	Homo sapiens	1:Experimental evidence at protein level	681	1	2.01699141349472	20.2101301527767	2.4925500842128	0.0309487511354221	0.111415504087519	-3.59780220753913	1.5093568712299	0.953054370462613	sp|O00566|MPP10_HUMAN	O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10		+	
23.331878662109375	18.950977325439453	23.049781799316406	21.193946838378906	23.619630813598633	23.990402221679688	Homo sapiens	1:Experimental evidence at protein level	594	1	3.07600975140587	22.330191079713	3.62180998587183	0.00436441282648368	0.0422316089462887	-1.79077941027499	2.36007417655661	1.37436237244239	sp|O00567|NOP56_HUMAN	O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56		+	+
21.098005294799805	20.59374237060547	22.69211196899414	20.438627243041992	19.80438232421875	20.905420303344727	Homo sapiens	1:Experimental evidence at protein level	662	0	-0.815170563825834	20.916647450782	-0.941085419416899	0.367933265486757	0.552891764354125	-5.66256416688277	0.434230945073938	0.257359879083143	sp|O00571|DDX3X_HUMAN	O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X		+	
21.407068252563477	20.06157112121582	19.55830192565918	19.350826263427734	21.0329532623291	21.290987014770508	Homo sapiens	1:Experimental evidence at protein level	381	3	0.81532953651967	20.4482050780242	0.880648824264934	0.398333836766144	0.584454887132857	-5.71550685957782	0.399752800553614	0.233249005503658	sp|O00622|CCN1_HUMAN	O00622	CCN1_HUMAN	CCN1	CCN family member 1		+	
21.159740447998047	19.416715621948242	22.714630126953125	19.1740665435791	20.46992301940918	21.192195892333984	Homo sapiens	1:Experimental evidence at protein level	420	2	0.909521130714438	20.6709203920204	1.0653314520212	0.310751523718685	0.50424590072197	-5.54466686251651	0.507586733189956	0.297357623707294	sp|O00712|NFIB_HUMAN	O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type		+	
16.915607452392578	20.018199920654297	18.448150634765625	18.894834518432617	20.887210845947266	22.064565658569336	Homo sapiens	1:Experimental evidence at protein level	187	4	1.38207918080014	19.5485555165401	1.52323569498189	0.157408485215111	0.323811741013944	-5.0184844994959	0.802971860396424	0.489707408315431	sp|O00746|NDKM_HUMAN	O00746	NDKM_HUMAN	NME4	Nucleoside diphosphate kinase, mitochondrial		+	
20.79574966430664	21.455759048461914	17.444307327270508	23.170366287231445	21.953798294067383	21.131607055664062	Homo sapiens	1:Experimental evidence at protein level	2458	1	-1.47170284116657	21.0179612518137	-1.29460742803672	0.223364787310481	0.410820574606894	-5.29773199914602	0.650985290853832	0.386347814309212	sp|O00763|ACACB_HUMAN	O00763	ACACB_HUMAN	ACACB	Acetyl-CoA carboxylase 2		+	
20.46881866455078	19.38772964477539	20.226980209350586	18.404743194580078	21.30077362060547	20.3953914642334	Homo sapiens	1:Experimental evidence at protein level	563	2	1.33290717684515	20.0222862182768	1.55523937480429	0.149669047627139	0.311707438033381	-4.97709890178522	0.824868004831461	0.506252834366367	sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1		+	
19.721742630004883	18.896974563598633	20.77656364440918	18.725717544555664	18.19622230529785	16.569782257080078	Homo sapiens	1:Experimental evidence at protein level	347	4	-2.02036947869965	18.8113554763889	-2.55161515176012	0.0279206665070926	0.104237154959812	-3.50412331459507	1.55407421868149	0.981977450730967	sp|O14828|SCAM3_HUMAN	O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3		+	
22.61238670349121	22.743677139282227	22.95149040222168	23.395565032958984	22.219547271728516	23.084468841552734	Homo sapiens	1:Experimental evidence at protein level	172	0	-1.14862778807193	22.8404743878056	-1.58666958859364	0.142394598548172	0.302813829823961	-4.93595323576669	0.846506484471736	0.518824294036314	sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	MYL12B	Myosin regulatory light chain 12B	sp|P19105|ML12A_HUMAN	+	
23.349225997924805	19.884309768676758	22.90338134765625	20.487842559814453	22.033737182617188	22.886085510253906	Homo sapiens	1:Experimental evidence at protein level	420	1	1.61747530114179	21.9044395131818	2.10327929495851	0.0605964345554569	0.171577838224826	-4.2011178883764	1.21755292861333	0.765538808318478	sp|O14979|HNRDL_HUMAN	O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like		+	
20.888782501220703	19.26905632019043	20.239612579345703	19.581972122192383	18.602155685424805	19.804729461669922	Homo sapiens	1:Experimental evidence at protein level	2357	3	-0.839149237711144	19.7282391341922	-1.00648644761623	0.336946640635915	0.525262512483911	-5.60198725231338	0.472438869194513	0.279623593299938	sp|O15027|SC16A_HUMAN	O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A		+	
19.481021881103516	19.296798706054688	21.151630401611328	18.746723175048828	18.95515251159668	20.515451431274414	Homo sapiens	1:Experimental evidence at protein level	539	3	0.100497673247411	19.6845403598795	0.109680129116847	0.914743471329771	0.951559772033446	-6.0984022179415	0.0387006814593629	0.0215639264006217	sp|O15156|ZBT7B_HUMAN	O15156	ZBT7B_HUMAN	ZBTB7B	Zinc finger and BTB domain-containing protein 7B		+	
19.980514526367188	19.701873779296875	21.271217346191406	17.457422256469727	21.72396469116211	21.797195434570312	Homo sapiens	1:Experimental evidence at protein level	610	2	2.5601401421964	20.3075667745142	2.5789149748763	0.0266217214278496	0.101646572724517	-3.46069461068115	1.57476386537357	0.992907260133896	sp|O15213|WDR46_HUMAN	O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46		+	
20.889488220214844	19.54094696044922	21.93422508239746	19.09432601928711	20.493724822998047	22.329273223876953	Homo sapiens	1:Experimental evidence at protein level	690	2	1.46297710607845	20.699610788448	1.61044151774415	0.137101276246586	0.294665429544901	-4.90451210006527	0.862958502436818	0.530670813042394	sp|O15226|NKRF_HUMAN	O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor		+	
21.410350799560547	19.522201538085938	19.51038932800293	21.796064376831055	21.196102142333984	20.858306884765625	Homo sapiens	1:Experimental evidence at protein level	3695	1	-0.285754278700249	20.7186185379406	-0.284166999927468	0.7818407667973	0.871017455550202	-6.0627546012337	0.106881688299369	0.059973141464014	sp|O15230|LAMA5_HUMAN	O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5		+	
20.49831771850586	21.89295196533203	20.79631805419922	21.424118041992188	20.505271911621094	17.005596160888672	Homo sapiens	1:Experimental evidence at protein level	269	1	-3.57796583071654	20.3702330505814	-3.24040054739877	0.00839869853101129	0.0572019467517526	-2.39797238285164	2.07578800734186	1.24258919062731	sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4		+	
20.296123504638672	19.758148193359375	20.363752365112305	18.845657348632812	18.02871322631836	20.840696334838867	Homo sapiens	1:Experimental evidence at protein level	200	3	-0.486449520578546	19.686910195755	-0.477880771771724	0.64258694103225	0.777187430622317	-5.98699975623971	0.192068104640806	0.109474231818409	sp|O15347|HMGB3_HUMAN	O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3		+	
19.79637908935547	19.758182525634766	20.528371810913086	20.835844039916992	19.206478118896484	17.54873275756836	Homo sapiens	1:Experimental evidence at protein level	352	2	-2.55143962292792	19.619065901318	-2.93610422626141	0.0142603098187032	0.0729664583616893	-2.88767616899862	1.84587103892374	1.13687673297582	sp|O15372|EIF3H_HUMAN	O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H		+	
22.031410217285156	19.118547439575195	22.58611297607422	18.856958389282227	19.326086044311523	20.35767936706543	Homo sapiens	1:Experimental evidence at protein level	448	3	0.242149589611596	20.3604923608206	0.292206815109012	0.775855088039496	0.868957698604236	-6.06035964612465	0.110219387429699	0.0610013647595177	sp|O15533|TPSN_HUMAN	O15533	TPSN_HUMAN	TAPBP	Tapasin		+	
21.15057945251465	19.433408737182617	21.312477111816406	19.45013427734375	20.089250564575195	21.887332916259766	Homo sapiens	1:Experimental evidence at protein level	795	2	0.916744418975036	20.5430218351706	1.04455594458172	0.319818791230037	0.512523595484702	-5.56520238046602	0.495096022491731	0.290286135827493	sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	ATP-dependent RNA helicase DHX15		+	
20.80136489868164	19.612977981567383	20.92685890197754	19.00105094909668	19.451889038085938	20.814340591430664	Homo sapiens	1:Experimental evidence at protein level	456	2	0.20298393733993	20.0942353904948	0.23556088889277	0.818331617441955	0.896606815632054	-6.07583021545165	0.0870706688956307	0.0473979641316795	sp|O43159|RRP8_HUMAN	O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8		+	
19.069137573242188	19.65964698791504	20.376060485839844	18.406574249267578	19.801681518554688	17.428417205810547	Homo sapiens	1:Experimental evidence at protein level	522	3	-1.02746677466988	19.1239588045842	-1.05545787851358	0.315036212436552	0.507278757405823	-5.55446656386471	0.501639522535925	0.294753323636848	sp|O43172|PRP4_HUMAN	O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4		+	
20.031538009643555	18.792436599731445	20.56912612915039	21.091331481933594	16.89296531677246	16.906917572021484	Homo sapiens	1:Experimental evidence at protein level	533	3	-3.65095282371293	19.0522608699622	-4.31962512872623	0.00137161855557028	0.0247558629460768	-0.720595542728924	2.86276664828203	1.60632193032271	sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase		+	+
20.862369537353516	19.06134033203125	21.912900924682617	19.7445068359375	21.65437126159668	20.3067684173584	Homo sapiens	1:Experimental evidence at protein level	252	2	0.950532075667329	20.5766024194872	1.10769584334267	0.292868511960845	0.483953213207428	-5.50180432122304	0.533327319396481	0.315196622297742	sp|O43291|SPIT2_HUMAN	O43291	SPIT2_HUMAN	SPINT2	Kunitz-type protease inhibitor 2		+	
17.7543888092041	19.603534698486328	18.259185791015625	18.811111450195312	19.873695373535156	19.485736846923828	Homo sapiens	1:Experimental evidence at protein level	461	4	-0.146266895289642	18.975049807113	-0.196348592203551	0.848108131586893	0.911399783197855	-6.08461489937316	0.0715487727931916	0.0402910790627496	sp|O43294|TGFI1_HUMAN	O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein		+	
25.91069984436035	22.047832489013672	24.966053009033203	21.060239791870117	22.05381965637207	25.07993507385254	Homo sapiens	1:Experimental evidence at protein level	633	0	1.3095151500473	23.4974025983564	1.28664287935453	0.226025357064237	0.411251913214352	-5.30689986004669	0.645842836006017	0.38589206862494	sp|O43390|HNRPR_HUMAN	O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R		+	
20.6944522857666	19.395437240600586	21.031051635742188	18.464317321777344	18.23773765563965	19.556182861328125	Homo sapiens	1:Experimental evidence at protein level	683	3	-0.639615876447518	19.5556497431723	-0.748907125655766	0.470455285749513	0.642541140708385	-5.8203301838077	0.32748164763537	0.192099060042396	sp|O43395|PRPF3_HUMAN	O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3		+	
19.31254005432129	20.183874130249023	20.27335548400879	19.31106185913086	18.605815887451172	17.185213088989258	Homo sapiens	1:Experimental evidence at protein level	206	4	-2.4734988477562	19.1527502108808	-2.95013067376143	0.013915330588013	0.071931555039575	-2.86507947522773	1.85650647162642	1.14308055087944	sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54		+	
20.041553497314453	22.12948226928711	18.497848510742188	21.376989364624023	19.945985794067383	21.346492767333984	Homo sapiens	1:Experimental evidence at protein level	1005	1	-1.79629608936075	20.5802382239279	-1.89706457956689	0.085811960343626	0.213228049668357	-4.50603289045582	1.06645217661244	0.671155665429207	sp|O43491|E41L2_HUMAN	O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2		+	
20.38404083251953	19.187744140625	20.61017417907715	19.367212295532227	20.165937423706055	16.2742919921875	Homo sapiens	1:Experimental evidence at protein level	328	3	-1.66590514630484	19.3291388381203	-1.4873491273958	0.166498600847632	0.333659223965036	-5.06425876730791	0.778589411687426	0.476696864633847	sp|O43684|BUB3_HUMAN	O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3		+	
20.67084312438965	19.51805877685547	19.758018493652344	20.654443740844727	20.351585388183594	18.871965408325195	Homo sapiens	1:Experimental evidence at protein level	911	1	-1.1087699478377	19.9740008775707	-1.23591956833605	0.243583091208993	0.43380168893757	-5.36433175344035	0.613352862383588	0.362708761462353	sp|O43707|ACTN4_HUMAN	O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4		+	
20.230926513671875	20.07929801940918	21.277406692504883	18.252456665039062	16.512903213500977	17.030200958251953	Homo sapiens	1:Experimental evidence at protein level	224	4	-2.99670700022227	18.8972837052986	-3.48285970788459	0.00553166172248089	0.0480682328987994	-2.01066539671152	2.25714438614622	1.31814184326363	sp|O43760|SNG2_HUMAN	O43760	SNG2_HUMAN	SYNGR2	Synaptogyrin-2		+	+
21.08794403076172	19.999488830566406	21.28771209716797	19.106006622314453	21.391197204589844	22.493806838989258	Homo sapiens	1:Experimental evidence at protein level	475	2	1.7477974465333	20.883661495288	2.05820046117348	0.0654250868533716	0.179680846102544	-4.26884336296733	1.18425569215136	0.74549821602028	sp|O43818|U3IP2_HUMAN	O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2		+	
20.272043228149414	23.360715866088867	22.364774703979492	21.79749298095703	21.3369140625	20.26043128967285	Homo sapiens	1:Experimental evidence at protein level	347	0	-2.4950716828021	21.5812495972413	-2.56908999122383	0.0270821743198821	0.102242815409892	-3.47633309733249	1.56731647081338	0.990367200068445	sp|O43866|CD5L_HUMAN	O43866	CD5L_HUMAN	CD5L	CD5 antigen-like		+	
19.831802368164062	23.144716262817383	18.928028106689453	24.46292495727539	22.062246322631836	17.99179458618164	Homo sapiens	1:Experimental evidence at protein level	522	2	-4.50854815805838	21.1089545203649	-3.72886771795196	0.00364079124408989	0.0411217871702937	-1.62266007152803	2.43880422195563	1.38592801898043	sp|O60240|PLIN1_HUMAN	O60240	PLIN1_HUMAN	PLIN1	Perilipin-1		+	+
