CRC_1	CRC_11	CRC_13	CRC_15	CRC_16	CRC_19	CRC_2	CRC_20	CRC_21	CRC_4	CRC_5	CRC_6	CRC_8	CRC_9	Control_1	Control_11	Control_13	Control_15	Control_16	Control_19	Control_2	Control_20	Control_21	Control_4	Control_6	Control_8	Control_9	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	Control_vs_CRC_logFC	Control_vs_CRC_AveExpr	Control_vs_CRC_t	Control_vs_CRC_P.Value	Control_vs_CRC_adj.P.Val	Control_vs_CRC_B	Control_vs_CRC_-log(P.Value)	Control_vs_CRC_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	Control_vs_CRC_Valid	Control_vs_CRC_Significant
25.128013610839844	24.550600051879883	24.609365463256836	23.660703659057617	23.085065841674805	25.143239974975586	25.393678665161133	23.764177322387695	26.529155731201172	24.732534408569336	23.960844039916992	25.15317726135254	23.857038497924805	24.83037567138672	23.973770141601562	25.23931312561035	24.562463760375977	24.381559371948242	24.653644561767578	25.120136260986328	25.18275260925293	24.556262969970703	26.08934783935547	24.669147491455078	24.71135139465332	23.23035430908203	25.411725997924805	Homo sapiens	1:Experimental evidence at protein level	118	0	-0.18196025059861	24.6746571361822	-0.58588460189188	0.562544296241724	0.688100511545093	-6.20027657098045	0.249843274361632	0.162348119291918	sp|A0A0C4DH41|HV461_HUMAN	A0A0C4DH41	HV461_HUMAN	IGHV4-61	Immunoglobulin heavy variable 4-61	sp|P01824|HV439_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|P0DP08|HVD82_HUMAN	+	
22.643417358398438	23.784914016723633	23.136777877807617	22.014083862304688	21.252477645874023	23.894071578979492	21.660829544067383	23.03055763244629	25.792556762695312	24.112361907958984	22.930152893066406	23.91462516784668	23.009765625	23.205581665039062	21.81684112548828	21.92749786376953	22.180511474609375	21.440690994262695	23.69985008239746	23.80915641784668	22.254642486572266	21.544231414794922	24.452312469482422	22.555932998657227	22.637659072875977	22.246496200561523	22.68523406982422	Homo sapiens	1:Experimental evidence at protein level	117	11	0.586973658233067	22.8755708225988	1.51422758423542	0.140932384397592	0.248377056969392	-5.26432429175486	0.850989200296266	0.604888523196643	sp|A0A0C4DH72|KV106_HUMAN	A0A0C4DH72	KV106_HUMAN	IGKV1-6	Immunoglobulin kappa variable 1-6	sp|A0A0C4DH73|KV112_HUMAN, sp|P01597|KV139_HUMAN, sp|P01611|KVD12_HUMAN, sp|P04432|KVD39_HUMAN	+	
22.654081344604492	22.924680709838867	22.776718139648438	23.639122009277344	22.771886825561523	22.540830612182617	23.72146224975586	23.71547508239746	23.178598403930664	23.06736946105957	22.701913833618164	22.701705932617188	23.11897850036621	24.144664764404297	23.38315773010254	23.024568557739258	23.276121139526367	21.883399963378906	22.523176193237305	23.759445190429688	23.33559799194336	23.503887176513672	22.49120330810547	23.057470321655273	22.226783752441406	23.806459426879883	23.21755027770996	Homo sapiens	1:Experimental evidence at protein level	921	2	0.053043159928702	23.0803114622133	0.233875429956858	0.816746217223319	0.878484037138792	-6.34429443525108	0.0879128682915739	0.0562661256263108	sp|A0FGR8|ESYT2_HUMAN	A0FGR8	ESYT2_HUMAN	ESYT2	Extended synaptotagmin-2		+	
22.504179000854492	22.600860595703125	22.25946617126465	22.139671325683594	22.7409725189209	22.273672103881836	22.414081573486328	22.415712356567383	22.0484676361084	21.875490188598633	23.106897354125977	22.958213806152344	22.751956939697266	22.767955780029297	22.772396087646484	22.363483428955078	23.14231300354004	21.9794864654541	22.889814376831055	22.81916046142578	22.323524475097656	23.410648345947266	21.9134578704834	21.58152961730957	21.753753662109375	23.408937454223633	21.94234275817871	Homo sapiens	1:Experimental evidence at protein level	632	4	-0.0211346730971336	22.4872100146615	-0.10500767802361	0.917102045533593	0.946501234235153	-6.3662198766189	0.0375823378889328	0.023878815380938	sp|A1L0T0|HACL2_HUMAN	A1L0T0	HACL2_HUMAN	ILVBL	2-hydroxyacyl-CoA lyase 2		+	
23.950040817260742	23.184242248535156	23.8339786529541	23.388336181640625	20.69675064086914	24.393417358398438	21.645362854003906	22.540935516357422	23.976795196533203	22.72571563720703	21.737735748291016	22.235044479370117	23.06746482849121	23.833524703979492	21.586484909057617	22.92543601989746	23.916383743286133	23.70078468322754	22.629165649414062	23.640369415283203	21.515609741210938	21.83197784423828	23.71708106994629	24.244903564453125	21.55931854248047	23.120756149291992	22.045028686523438	Homo sapiens	5:Protein uncertain	391	9	0.118776313221943	22.8747415689784	0.314854941823518	0.75515538841783	0.834687288198539	-6.32202023445787	0.121963674345899	0.0784762005005159	sp|A6NI72|NCF1B_HUMAN	A6NI72	NCF1B_HUMAN	NCF1B	Putative neutrophil cytosol factor 1B	sp|P14598|NCF1_HUMAN	+	
24.380046844482422	25.742212295532227	24.661418914794922	21.81763458251953	23.7611026763916	22.488603591918945	24.804555892944336	25.68904685974121	23.16402244567871	23.74404525756836	24.207372665405273	26.749181747436523	25.67112159729004	21.990041732788086	26.60390853881836	27.92885971069336	27.210304260253906	27.31885528564453	27.039106369018555	26.697084426879883	24.907934188842773	27.093610763549805	27.202146530151367	23.832033157348633	25.12677574157715	26.72323226928711	24.222797393798828	Homo sapiens	1:Experimental evidence at protein level	914	3	-2.12286585340524	25.2112759048621	-4.36344753741283	0.000151422211357196	0.00344095311666555	0.901921577518063	3.8198104157055	2.46332124464503	sp|A8K7I4|CLCA1_HUMAN	A8K7I4	CLCA1_HUMAN	CLCA1	Calcium-activated chloride channel regulator 1		+	+
24.252609252929688	23.876590728759766	24.248733520507812	24.212202072143555	24.020217895507812	24.74811553955078	23.772724151611328	23.74195098876953	24.05820083618164	23.926605224609375	24.46554946899414	24.3997745513916	23.985925674438477	21.34138298034668	23.32414436340332	24.170238494873047	23.558528900146484	23.71138572692871	23.86290740966797	23.568584442138672	21.74565315246582	22.138397216796875	24.39485740661621	23.335588455200195	23.39002799987793	23.507944107055664	21.36294937133789	Homo sapiens	5:Protein uncertain	76	4	0.671740627308218	23.5949440518353	2.24454226133578	0.0327002931167219	0.0885922193955735	-4.04483581025252	1.48544835442215	1.05260441831552	sp|A8MWD9|RUXGL_HUMAN	A8MWD9	RUXGL_HUMAN	SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	sp|P62308|RUXG_HUMAN	+	
23.8856201171875	23.91571617126465	23.946517944335938	24.02518081665039	24.12276840209961	24.294404983520508	24.15559959411621	24.144968032836914	23.730985641479492	24.032699584960938	24.384273529052734	23.89431381225586	23.98218536376953	23.557151794433594	23.918670654296875	23.825063705444336	22.1280574798584	24.356565475463867	24.209754943847656	23.635116577148438	22.575868606567383	21.576536178588867	24.258466720581055	23.833127975463867	22.52281379699707	23.788915634155273	23.37352752685547	Homo sapiens	1:Experimental evidence at protein level	914	2	0.595346491002331	23.7050961072398	2.63599258729038	0.013403406784814	0.0471998387798127	-3.25529619650994	1.87278480165018	1.32605948478026	sp|B5ME19|EIFCL_HUMAN	B5ME19	EIFCL_HUMAN	EIF3CL	Eukaryotic translation initiation factor 3 subunit C-like protein	sp|Q99613|EIF3C_HUMAN	+	+
23.890893936157227	23.202255249023438	23.754566192626953	22.973377227783203	23.352357864379883	25.40728759765625	23.102624893188477	23.82620620727539	24.3373966217041	23.992109298706055	23.43419075012207	25.02634620666504	22.890705108642578	23.617475509643555	24.11199951171875	24.14125633239746	24.657913208007812	23.725786209106445	23.991788864135742	24.27745819091797	24.14106559753418	24.437780380249023	24.191560745239258	24.078371047973633	24.59812355041504	24.49097442626953	23.941171646118164	Homo sapiens	1:Experimental evidence at protein level	214	0	-0.469973889344647	23.9861104598326	-2.01549974318401	0.0533268896946462	0.122101417695262	-4.46613747136831	1.2730537459223	0.913279293519041	sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	Immunoglobulin lambda-like polypeptide 5	sp|P0DOX8|IGL1_HUMAN	+	
25.784818649291992	25.956178665161133	25.583126068115234	25.944812774658203	25.75080108642578	25.86783790588379	25.28582000732422	25.906187057495117	25.410266876220703	25.296018600463867	25.7379150390625	25.217653274536133	25.525657653808594	25.12516975402832	25.259845733642578	25.461851119995117	25.008695602416992	25.568777084350586	25.817100524902344	25.563701629638672	24.51968765258789	25.050722122192383	25.953824996948242	24.93807601928711	24.9001407623291	25.118209838867188	25.368511199951172	Homo sapiens	1:Experimental evidence at protein level	2078	0	0.299968085794347	25.4407910591619	2.51010234010556	0.0179835783065961	0.058523303667512	-3.51800660601334	1.74512388967785	1.23267116573071	sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	sp|Q13765|NACA_HUMAN	+	
21.365924835205078	21.81899070739746	22.751920700073242	23.214658737182617	23.594026565551758	23.18390464782715	25.161344528198242	23.287460327148438	25.178951263427734	22.27168083190918	24.078523635864258	25.419843673706055	20.957189559936523	23.96251678466797	24.25513458251953	24.674823760986328	25.013534545898438	24.362010955810547	24.016714096069336	25.554014205932617	24.78300666809082	24.432580947875977	24.474645614624023	25.05321502685547	24.84663963317871	24.24785041809082	24.657615661621094			45	4	-1.36855869838611	23.9504565946818	-3.46544849272857	0.0016892461922879	0.0135851638222693	-1.35928674126068	2.77230705134052	1.8669351200964	sp|NC_000001.11|NC_000001.11_154657537_154657674_-	NC_000001.11					+	+
23.839988708496094	23.536333084106445	23.813579559326172	23.870424270629883	23.546356201171875	25.113082885742188	23.994564056396484	23.07830810546875	23.727096557617188	22.829736709594727	23.891592025756836	24.052425384521484	23.25860595703125	23.5104923248291	24.337087631225586	23.95598602294922	22.712507247924805	23.71660804748535	23.885448455810547	23.231807708740234	23.773357391357422	21.553085327148438	24.46657371520996	23.56987190246582	23.37163543701172	23.118099212646484	23.354097366333008			57	1	0.226639744951157	23.5971532960628	0.888157154404643	0.381858417662992	0.52473705407891	-5.98077667367506	0.41809763139556	0.280058267202821	sp|NC_000001.11|NC_000001.11_228464244_228464417_-	NC_000001.11					+	
27.511329650878906	22.46345329284668	27.088144302368164	27.322114944458008	20.72897720336914	25.677265167236328	27.497350692749023	26.591066360473633	26.610782623291016	22.234413146972656	27.71150016784668	21.987146377563477	27.20735740661621	27.69786834716797	27.666025161743164	27.045886993408203	20.856800079345703	21.857192993164062	27.391321182250977	27.00078773498535	26.565277099609375	21.23581314086914	27.289058685302734	22.006624221801758	26.507978439331055	27.324134826660156	21.94104766845703			89	9	0.586110130549585	25.2973577783885	0.605172806739974	0.549832034279678	0.678942060933683	-6.18887438156072	0.259769960917416	0.168167285646468	sp|NC_000001.11|NC_000001.11_47817950_47818219_+	NC_000001.11					+	
24.91739273071289	21.934589385986328	24.261152267456055	24.722366333007812	23.73193359375	21.84973907470703	23.015649795532227	27.81411361694336	22.817041397094727	20.807668685913086	26.460561752319336	22.637353897094727	27.580821990966797	26.566146850585938	25.41706657409668	21.588180541992188	21.03142738342285	21.495059967041016	26.329092025756836	21.290321350097656	21.330549240112305	22.10230827331543	25.511905670166016	25.625043869018555	21.84526252746582	25.741708755493164	26.566818237304688			23	11	0.667680880544378	23.8853425780969	0.83287536000552	0.411810208049115	0.555877573437359	-6.02735821724646	0.385302892189929	0.255020846970385	sp|NC_000001.11|NC_000001.11_75167767_75167838_-	NC_000001.11					+	
27.30615997314453	27.317930221557617	27.711673736572266	27.691213607788086	27.58109474182129	26.977439880371094	27.498180389404297	26.050487518310547	27.11725616455078	26.977344512939453	27.27325439453125	26.625566482543945	26.15616226196289	27.493947982788086	27.989046096801758	26.402677536010742	27.355073928833008	27.449901580810547	26.661264419555664	27.76814079284668	26.730579376220703	26.97755241394043	26.723230361938477	28.454662322998047	27.54698371887207	27.1854305267334	27.417808532714844			62	0	-0.185767396214214	27.2016013568633	-0.894570693933368	0.378476820580282	0.522302989084821	-5.97518921061774	0.421960713263864	0.282077488734462	sp|NC_000001.11|NC_000001.11_77774673_77774861_-	NC_000001.11					+	
23.308910369873047	23.158340454101562	23.294551849365234	23.761356353759766	23.13184356689453	24.149160385131836	22.566720962524414	23.411376953125	23.159940719604492	23.011259078979492	23.318103790283203	21.080278396606445	23.376325607299805	22.85359001159668	22.690229415893555	23.633800506591797	21.84200668334961	23.53988265991211	23.218185424804688	21.445663452148438	22.49803352355957	22.422409057617188	22.878019332885742	21.56236457824707	22.2063045501709	21.70197296142578	22.190195083618164			92	10	0.638824124191601	22.7930222467761	2.34228055384886	0.0263373561318496	0.0763565062441329	-3.85547753999806	1.57942782371662	1.11715395133137	sp|NC_000002.12|NC_000002.12_230573165_230573443_-	NC_000002.12					+	
21.962364196777344	22.199127197265625	21.918899536132812	22.079307556152344	22.401763916015625	23.70781135559082	22.961149215698242	23.925233840942383	23.2921085357666	21.549779891967773	22.880401611328125	22.559326171875	24.357982635498047	24.893455505371094	23.001874923706055	22.300535202026367	22.347286224365234	23.118419647216797	21.80430793762207	22.94884490966797	22.874561309814453	23.93330192565918	22.433839797973633	23.50653648376465	22.385116577148438	24.16120147705078	24.295387268066406			70	2	-0.128689108867373	22.9566849223497	-0.370667151247457	0.713614292786379	0.804555957056731	-6.3028699381207	0.146536460178888	0.0944437452307779	sp|NC_000003.12|NC_000003.12_111737878_111738090_-	NC_000003.12					+	
22.44405174255371	23.157384872436523	22.518962860107422	22.611141204833984	23.998096466064453	21.215463638305664	24.583959579467773	21.912302017211914	24.10613441467285	22.733259201049805	23.11461639404297	24.610227584838867	21.570724487304688	22.93363380432129	24.323265075683594	23.775672912597656	24.783584594726562	23.500761032104492	22.350839614868164	25.167797088623047	24.510242462158203	22.55438995361328	23.00119400024414	24.942394256591797	25.03067398071289	23.196670532226562	22.556896209716797			57	1	-0.887233480799988	23.3793248664468	-2.24559170838798	0.03262517346094	0.0885922193955735	-4.04283194524904	1.48644717059837	1.05260441831552	sp|NC_000005.10|NC_000005.10_44906301_44906474_+	NC_000005.10					+	
23.173471450805664	22.960981369018555	22.53152084350586	22.52964973449707	24.237220764160156	24.03011703491211	24.627357482910156	23.219104766845703	21.1457462310791	22.6464786529541	27.022090911865234	25.099050521850586	22.95956039428711	24.202970504760742	24.95881462097168	24.61092185974121	25.0816593170166	23.053287506103516	22.815773010253906	25.063213348388672	24.499431610107422	24.4521541595459	22.819852828979492	25.200448989868164	25.07756996154785	24.423913955688477	24.289920806884766			56	1	-0.766442725305595	23.9537361695635	-1.74863537770142	0.0910717205293412	0.181193878095817	-4.91365475819461	1.04061645864387	0.741856479695183	sp|NC_000006.12|NC_000006.12_46205654_46205824_+	NC_000006.12					+	
24.4798526763916	24.917436599731445	24.528865814208984	24.782800674438477	24.505144119262695	23.551923751831055	25.202117919921875	23.270923614501953	24.715200424194336	24.62812614440918	25.06631851196289	25.454036712646484	23.446430206298828	24.00458526611328	24.708131790161133	24.84773063659668	25.02068328857422	25.828168869018555	24.649635314941406	24.954696655273438	24.792985916137695	23.575807571411133	24.99466896057129	24.933012008666992	25.018482208251953	22.13829803466797	23.29448127746582			24	1	-0.0806973516134661	24.492862103992	-0.267423915633182	0.791060128989155	0.858574442201379	-6.33586005949602	0.101790504244791	0.0662220436181851	sp|NC_000006.12|NC_000006.12_97878110_97878184_-	NC_000006.12					+	
24.9145565032959	21.330595016479492	25.022171020507812	21.37504005432129	21.09115219116211	25.1417293548584	21.995798110961914	24.95345115661621	24.430763244628906	20.504365921020508	25.664234161376953	21.064348220825195	25.109346389770508	24.458261489868164	25.416452407836914	25.036056518554688	24.901596069335938	25.538869857788086	20.789907455444336	25.206838607788086	24.567201614379883	24.928258895874023	25.18556785583496	25.331167221069336	24.708913803100586	21.855741500854492	24.537195205688477			31	8	-1.12945756060466	23.8915288566698	-1.79741566068023	0.0828271219842665	0.167814808675304	-4.83555772156275	1.08182742892318	0.775169717868482	sp|NC_000009.12|NC_000009.12_113956455_113956550_-	NC_000009.12					+	
25.18953514099121	24.801965713500977	25.10236930847168	25.189390182495117	25.123430252075195	25.8817081451416	25.232938766479492	24.897172927856445	24.956226348876953	24.408357620239258	25.240407943725586	24.857284545898438	25.199617385864258	24.542814254760742	24.7902774810791	25.160669326782227	24.425559997558594	24.755128860473633	24.977079391479492	24.86554718017578	23.659605026245117	24.41325569152832	25.459606170654297	24.06299591064453	24.420148849487305	24.280065536499023	24.679746627807617			86	0	0.406347665709749	24.8352003770046	2.76602151007334	0.00982990145971862	0.0383512326467461	-2.97599389374142	2.00745083575026	1.41622067283425	sp|NC_000010.11|NC_000010.11_91807179_91807439_-	NC_000010.11				sp|P49458|SRP09_HUMAN	+	+
21.30197525024414	20.122961044311523	23.498184204101562	24.081466674804688	23.426437377929688	21.183855056762695	25.063182830810547	23.172597885131836	25.191862106323242	21.393028259277344	23.594242095947266	23.912805557250977	22.281883239746094	22.441987991333008	23.251922607421875	23.118261337280273	22.116750717163086	22.40920639038086	23.474956512451172	23.905664443969727	24.859272003173828	23.43431282043457	20.448394775390625	24.254745483398438	24.388320922851562	23.972824096679688	24.484907150268555			15	9	-0.521508422393769	23.1429501837094	-1.0095558359987	0.321165836676607	0.463317588442747	-5.86862180911009	0.493270658075577	0.334121212815102	sp|NC_000012.12|NC_000012.12_10472430_10472477_-	NC_000012.12					+	
21.608421325683594	22.233919143676758	20.928104400634766	21.39873695373535	23.76690673828125	21.370479583740234	23.24839973449707	24.18230628967285	21.75973892211914	23.601545333862305	23.2547550201416	24.687515258789062	22.194076538085938	21.27121353149414	25.461515426635742	24.713886260986328	24.95717430114746	25.44459342956543	25.303054809570312	24.89006233215332	22.508197784423828	23.5310001373291	25.749250411987305	24.9205322265625	23.948205947875977	23.955598831176758	21.667043685913086			73	9	-1.87499490881358	23.4253988076185	-4.41135778820624	0.000132785330841614	0.00321302575155078	1.0258868063206	3.87684990001638	2.49308579367924	sp|NC_000012.12|NC_000012.12_123383979_123384200_-	NC_000012.12					+	+
22.301326751708984	24.26651382446289	23.625219345092773	22.967689514160156	24.022178649902344	22.199865341186523	23.753719329833984	24.38591766357422	23.472824096679688	23.219762802124023	24.164363861083984	23.653837203979492	24.089027404785156	24.077791213989258	24.63163948059082	24.09537696838379	24.541194915771484	24.558395385742188	24.861398696899414	23.86849594116211	22.31300163269043	22.121767044067383	24.296802520751953	23.940170288085938	21.65364646911621	24.97263526916504	24.272125244140625			93	4	-0.293838144096863	23.7134874857357	-0.93610975347257	0.357047294640783	0.500446156322789	-5.93808380955682	0.447274253240467	0.30064264200047	sp|NC_000012.12|NC_000012.12_53142053_53142334_+	NC_000012.12				sp|Q9Y241|HIG1A_HUMAN	+	
24.93667221069336	24.48550796508789	24.914119720458984	24.260921478271484	23.65077018737793	25.281837463378906	24.862201690673828	23.58449935913086	25.89679718017578	25.506088256835938	24.893585205078125	26.030712127685547	24.213584899902344	24.559070587158203	24.984758377075195	25.39340591430664	25.144742965698242	25.202190399169922	25.042436599731445	25.35392951965332	24.737796783447266	24.861862182617188	25.189659118652344	25.253232955932617	25.165678024291992	23.801097869873047	25.014724731445312			96	0	-0.248493238124759	24.8973471304696	-1.08945083607505	0.285041718023132	0.422530060826662	-5.78754396637077	0.545091573039453	0.374142387810802	sp|NC_000016.10|NC_000016.10_33803021_33803311_+	NC_000016.10					+	
26.59564781188965	26.86782455444336	26.791629791259766	27.07685661315918	26.678064346313477	26.592580795288086	25.954959869384766	26.504650115966797	25.770599365234375	26.485092163085938	27.231510162353516	25.872926712036133	26.46803092956543	26.211570739746094	26.136760711669922	26.617639541625977	25.73429298400879	26.787296295166016	26.6605167388916	25.919937133789062	24.434127807617188	25.74217414855957	26.655899047851562	25.902437210083008	24.887022018432617	26.355670928955078	26.5325984954834			99	0	0.451872386562897	26.2745860108217	2.45756527605007	0.0202915794178515	0.064144616262154	-3.62526866437003	1.69268414785272	1.19283978863834	sp|NC_000017.11|NC_000017.11_43476366_43476665_+	NC_000017.11				sp|P47914|RL29_HUMAN	+	
